English,Santali
Famous actors Shammi Kapoor and Shashi Kapoor were his uncles.,ᱧᱩᱛᱩᱢᱟᱱ ᱚᱵᱷᱤᱱᱮᱛᱟ ᱥᱟᱢᱢᱤ ᱠᱟᱯᱩᱨ ᱟᱨ ᱥᱚᱥᱤ ᱠᱟᱯᱩᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟᱭ ᱟᱡ ᱢᱟᱢᱟ ᱾
"The southernmost tip of the Indian Peninsula is Kanyakumari, which is the meeting point of the Arabian Sea, the Bay of Bengal, and the Indian Ocean.","ᱵᱷᱟᱨᱚᱛᱤᱭᱟᱹ ᱥᱟᱸᱜᱟ ᱰᱷᱤᱯ ᱨᱮᱭᱟᱜ ᱫᱚᱠᱷᱤᱱ ᱫᱷᱟᱨᱮ ᱦᱳᱭᱳᱜ ᱠᱟᱱᱟ ᱠᱚᱱᱱᱟᱠᱩᱢᱟᱨᱤ, ᱡᱟᱸᱦᱟ ᱫᱚ ᱟᱨᱚᱵᱽ ᱫᱚᱨᱭᱟ, ᱵᱚᱝᱳᱯᱚᱥᱟᱜᱚᱨ ᱟᱨ ᱵᱷᱟᱨᱚᱛ ᱢᱟᱦᱟ ᱫᱚᱨᱭᱟ ᱨᱮᱭᱟᱜ ᱢᱤᱞᱚᱱ ᱴᱷᱟᱶ᱾"
Instruction is mainly in English â€” the official language of Nagaland.,ᱥᱮᱪᱮᱫ ᱮᱢᱚᱜ ᱦᱳᱭᱳᱜᱼᱟ ᱟᱥᱚᱞᱨᱮ ᱱᱟᱜᱟᱞᱮᱱᱰ ᱨᱮᱭᱟᱜ ᱥᱚᱨᱠᱟᱨᱤ ᱯᱟᱹᱨᱥᱤ ᱤᱝᱨᱮᱡᱤᱛᱮ ᱾
"Many online sellers, like Amazon and eBay, offer a huge variety of products for lower prices than you can find them in-store.","ᱟᱹᱰᱤᱜᱟᱱ ᱚᱱᱞᱟᱭᱤᱱ ᱟᱠᱷᱨᱤᱧᱤᱭᱟᱹ, ᱡᱮᱞᱮᱠᱟ ᱟᱢᱟᱡᱚᱱ ᱟᱨ ᱤᱵᱮ ᱟᱢ ᱫᱚᱠᱟᱱ ᱨᱮ ᱡᱟᱦᱟᱢ ᱧᱟᱢᱟ ᱚᱱᱟ ᱠᱷᱚᱱᱦᱚᱸ ᱠᱚᱢ ᱫᱟᱢ ᱨᱮᱭᱟᱜ ᱟᱹᱰᱤ ᱞᱮᱠᱟᱱ ᱫᱩᱨᱤᱵᱽ ᱮᱢᱚᱜᱼᱟ ᱾"
"This parameter assesses whether the cell nuclei are uniform like those in normal breast duct epithelial cells, or whether they are larger, darker, or irregular.","ᱱᱚᱶᱟ ᱥᱛᱷᱤᱛᱤ ᱢᱟᱯ ᱫᱚ ᱥᱚᱜ ᱥᱮᱴᱮᱡᱟᱭ ᱡᱮ ᱠᱳᱥ ᱨᱮᱭᱟᱜ ᱱᱤᱭᱩᱠᱞᱤᱭᱟᱥ ᱞᱮᱠᱟᱛᱮ ᱥᱛᱚᱱ ᱱᱟᱹᱞᱤ ᱮᱯᱤᱛᱷᱮᱞᱤᱭᱟᱞ ᱠᱳᱥ ᱠᱚᱫᱚ ᱮᱴᱟᱜᱟᱜ ᱟᱨ ᱚᱱᱟᱠᱚᱫᱚ ᱢᱟᱨᱟᱝ, ᱫᱟᱹᱨᱭᱟᱹ ᱵᱟᱝᱠᱷᱟᱝ ᱚᱱᱤᱭᱚᱭᱚᱢᱤᱛᱚᱜ ᱠᱟᱱᱟ ᱥᱮ ᱵᱟᱝ ᱾"
"He is credited with systematizing some aspects of Hindustani music, and also introducing several ragas such as Yaman Kalyan, Zeelaf and Sarpada.","ᱩᱱᱤ ᱢᱟᱹᱱ ᱮᱢ ᱦᱳᱭ ᱞᱮᱱᱟ ᱦᱤᱱᱫᱩᱥᱛᱷᱟᱱᱤ ᱥᱮᱨᱮᱧ ᱨᱮ ᱠᱤᱪᱷᱤ ᱱᱟᱠᱷᱟ ᱨᱮ ᱯᱚᱫᱫᱷᱚᱛᱤ ᱟᱨ ᱟᱭᱢᱟ ᱠᱤᱪᱷᱤ ᱨᱟᱜ ᱨᱮᱭᱟᱜ ᱡᱟᱸᱦᱟ ᱞᱮᱠᱟ ᱤᱢᱚᱱ ᱠᱚᱞᱞᱟᱱ, ᱡᱤᱞᱟᱯᱷ ᱟᱨ ᱥᱚᱨᱯᱚᱫ ᱠᱳᱶᱟᱜ ᱨᱟᱠᱟᱵ ᱦᱮᱪ ᱞᱟᱹᱜᱤᱫ ᱾"
This was followed by the annexation of Sikkim in 1975.,ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱑᱙᱗᱕ ᱥᱟᱞ ᱨᱮ ᱥᱤᱠᱤᱢ ᱨᱮᱭᱟᱜ ᱥᱟᱹᱢᱤᱞ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾
They teach Pali and Khamti scripts in addition to typical education subjects.,ᱩᱱᱠᱩ ᱫᱚ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱥᱮᱪᱮᱫ ᱥᱟᱛᱟᱢ ᱪᱷᱟᱰᱟ ᱦᱚᱸ ᱯᱟᱹᱞᱤ ᱟᱨ ᱠᱷᱟᱢᱛᱤ ᱞᱤᱯᱤ ᱠᱚ ᱪᱮᱫ ᱟᱠᱚᱣᱟ ᱾
The Uttarakhand State Football Association is the governing body for association football.,ᱩᱛᱛᱚᱨᱟᱠᱷᱚᱱᱰ ᱯᱚᱱᱚᱛ ᱯᱷᱩᱴᱵᱚᱞ ᱜᱟᱶᱛᱟ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱯᱷᱩᱴᱵᱚᱞ ᱪᱟᱪᱞᱟᱶ ᱜᱟᱶᱛᱟ ᱾
The headquarters of the wazarat was at Leh for six months of the year and at Skardu for six months.,ᱩᱡᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱥᱚᱫᱚᱨ ᱫᱚᱯᱛᱚᱨ ᱫᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱥᱮᱨᱢᱟ ᱨᱮᱭᱟᱜ ᱛᱩᱨᱩᱭ ᱪᱟᱸᱫᱳ ᱫᱚ ᱞᱮᱦᱚᱨᱮ ᱟᱨ ᱛᱩᱨᱩᱭ ᱪᱟᱸᱫᱳ ᱫᱚ ᱥᱠᱟᱨᱫᱩᱛ ᱨᱮ ᱾
Ragas in Yakshagana are closely associated with a set of melodic forms called mattu.,ᱢᱟᱴᱴᱩ ᱧᱩᱛᱩᱢᱟᱱ ᱨᱟᱦᱟ ᱥᱟᱶ ᱢᱤᱫᱴᱟᱝ ᱨᱩᱯ ᱥᱟᱞᱟᱜ ᱥᱳᱨ ᱥᱳᱯᱳᱨ ᱡᱚᱲᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ ᱡᱚᱠᱠᱷᱚ ᱠᱚᱶᱟᱜ ᱨᱟᱜᱽ ᱠᱚ ᱾
"Fixed expenses can include things like mortgage payments or rent, credit card payments, car payments, and essential utilities like electric, water, and sewage.","ᱜᱚᱴᱟ ᱵᱩᱴᱟᱹ ᱠᱷᱚᱨᱚᱪ ᱠᱚ ᱢᱩᱫᱽ ᱨᱮ ᱵᱚᱱᱫᱷᱚ ᱠᱷᱚᱨᱚᱪ ᱥᱮ ᱵᱷᱟᱲᱟ, ᱠᱨᱮᱰᱤᱴ ᱠᱟᱨᱰ ᱠᱷᱚᱨᱚᱪ, ᱜᱟᱺᱰᱤ ᱠᱷᱚᱨᱚᱪ ᱟᱨ ᱠᱟᱨᱮᱱ, ᱫᱟᱜ, ᱟᱨ ᱵᱟᱹᱲᱤᱡ ᱫᱟᱜ ᱠᱚ ᱥᱟᱦᱟᱜᱤᱰᱤᱭ ᱞᱟᱹᱜᱤᱫ ᱛᱮ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ᱤᱭᱩᱴᱤᱞᱤᱴᱤ ᱠᱚ ᱥᱮᱞᱮᱫ ᱦᱳᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾"
"This sanctuary is on the bank of Pranahita River, 35Â km away from Mancherial town.",ᱢᱟᱱᱪᱮᱨᱤᱭᱟᱞ ᱱᱟᱜᱟᱨ ᱠᱷᱚᱱ ᱓᱕ ᱠᱤᱞᱳᱢᱤᱴᱟᱨ ᱥᱟᱹᱜᱤᱧ ᱨᱮ ᱯᱮᱨᱟᱱᱦᱤᱛᱟ ᱜᱟᱰᱟ ᱟᱲᱮ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ ᱵᱤᱱ ᱵᱚᱛᱚᱨᱟᱱ ᱵᱤᱨ ᱾
It extends from the Himalayan to the Kunlun Ranges and includes the upper Indus River valley.,ᱱᱚᱶᱟ ᱫᱚ ᱦᱤᱢᱟᱞᱚᱭ ᱠᱷᱚᱱ ᱠᱩᱱᱞᱩᱱ ᱨᱟᱛᱟᱝᱵᱩᱨᱩ ᱢᱟᱞᱟ ᱦᱟᱹᱵᱤᱡ ᱯᱟᱥᱱᱟᱣᱟ ᱟᱨ ᱪᱮᱛᱟᱱ ᱨᱮᱭᱟᱜ ᱥᱤᱱᱫᱷᱩ ᱜᱟᱰᱟ ᱫᱷᱟᱥᱱᱟᱭ ᱥᱮᱞᱮᱫ ᱟᱠᱟᱫᱟ ᱾
The names are initially sorted by the scores at the end of the season.,ᱧᱩᱛᱩᱢ ᱠᱚᱫᱚ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱠᱟᱛᱮ ᱢᱩᱨᱥᱩᱢ ᱨᱮᱭᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱥᱠᱳᱨ ᱞᱮᱠᱟᱛᱮᱠᱚ ᱥᱟᱡᱟᱜᱼᱟ ᱾
It will further boost Faridabad's connectivity with Delhi.,ᱱᱚᱶᱟ ᱫᱚ ᱫᱤᱞᱞᱤ ᱥᱟᱶᱛᱮ ᱯᱷᱚᱨᱤᱫᱟᱵᱟᱫᱽ ᱨᱮᱭᱟᱜ ᱡᱚᱯᱲᱟᱣ ᱟᱨᱦᱚᱸᱭ ᱵᱟᱹᱲᱛᱤᱭᱟ ᱾
A new railway line is being laid westwards from Agartala to Akhaura in Bangladesh.,ᱵᱟᱝᱞᱟᱫᱮᱥ ᱨᱮᱭᱟᱜ ᱟᱜᱚᱨᱛᱚᱞᱟ ᱠᱷᱚᱱ ᱟᱠᱷᱟᱩᱲᱟ ᱫᱷᱟᱹᱵᱤᱡ ᱯᱚᱪᱷᱤᱢ ᱱᱟᱠᱷᱟ ᱥᱮᱫ ᱢᱤᱫᱴᱟᱝ ᱱᱟᱶᱟ ᱨᱮᱞᱞᱟᱭᱤᱱ ᱛᱷᱟᱯᱚᱱ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱾
Shabnam was another box office hit that was also released in 1949.,ᱥᱚᱵᱽᱱᱚᱢ ᱟᱨ ᱢᱤᱫᱴᱟᱝ ᱵᱚᱠᱥ ᱟᱹᱯᱷᱤᱥ ᱦᱤᱴ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱡᱟᱦᱟᱸᱫᱚ ᱑᱙᱔᱙ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱯᱟᱨᱥᱟᱞ ᱞᱮᱱᱟ ᱾
Zanskar is the main river of the region along with its tributaries.,ᱡᱟᱱᱥᱠᱟᱨ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱱᱚᱶᱟ ᱨᱮᱭᱟᱜ ᱥᱟᱸᱜᱟ ᱱᱟᱹᱭ ᱢᱮᱥᱟ ᱱᱚᱶᱟ ᱴᱚᱴᱷᱟ ᱨᱮᱭᱟᱜ ᱢᱩᱬᱩᱛ ᱱᱟᱹᱭ ᱠᱟᱱᱟ ᱾
"A total of 48,675 hectares (120,280 acres) of land is used for agriculture purposes.","ᱜᱩᱴ ᱔᱘,᱖᱗᱕ ᱦᱮᱠᱴᱟᱨ (᱑᱒᱐,᱒᱘᱐ ᱮᱠᱚᱨ) ᱠᱷᱮᱛ ᱪᱟᱥ ᱠᱟᱹᱢᱤ ᱨᱮ ᱵᱮᱣᱦᱟᱨ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
"However, it is worth checking whether the author updated the staging system during the study, or modified the usual classification rules for specific use in the investigation.","ᱡᱟᱦᱟᱸᱭᱮᱱ ᱜᱮ, ᱚᱱᱚᱞᱤᱭᱟᱹ ᱯᱚᱲᱦᱚᱱ ᱨᱮᱭᱟᱜ ᱚᱠᱛᱚ ᱟᱠᱷᱲᱟᱣᱟᱱ ᱵᱚᱱᱫᱮᱡᱽ ᱟᱱ ᱱᱟᱦᱟᱜ ᱟᱹᱨᱩᱭ ᱥᱮ ᱠᱷᱚᱡ ᱛᱚᱞᱟᱥ ᱠᱟᱹᱢᱤ ᱨᱮ ᱴᱷᱟᱣᱠᱟᱹ ᱥᱟᱹᱦᱤᱡ ᱵᱮᱵᱷᱟᱨ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱛᱷᱟᱠ ᱨᱮᱭᱟᱜ ᱱᱮᱭᱟᱢ ᱠᱚ ᱥᱩᱫᱷᱨᱟᱹᱣ ᱞᱮᱫᱟ ᱥᱮ ᱵᱟᱝ ᱚᱱᱟ ᱵᱤᱰᱟᱹᱣ ᱫᱚ ᱟᱹᱰᱤ ᱡᱟᱹᱨᱩᱲᱟ ᱾"
"In Namchi, 9% of the population is under 6 years of age.",ᱱᱟᱢᱪᱤ ᱥᱟᱦᱟᱨ ᱨᱮᱭᱟᱜ ᱦᱚᱲᱞᱮᱠᱷᱟ ᱨᱮᱭᱟᱜ ᱙% ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱖ ᱥᱮᱨᱢᱟ ᱟᱨᱵᱟᱝ ᱚᱱᱟ ᱠᱷᱚᱱ ᱠᱚᱢ ᱩᱢᱮᱨᱟᱱ ᱾
"Waverley High School, Taranaki, has already been suspended from administering internal NCEA assessments after it was confirmed in December that they were letting their students cheat.","ᱳᱭᱮᱹᱵᱷᱟᱨᱞᱤ ᱩᱱᱩᱥᱩᱞ ᱵᱤᱫᱽᱫᱟᱹᱜᱟᱲ, ᱛᱟᱨᱟᱱᱟᱠᱤ, ᱰᱤᱥᱮᱢᱵᱚᱨ ᱨᱮ ᱜᱚᱴᱟ ᱛᱟᱭᱚᱢ ᱵᱷᱤᱛᱟᱹᱨᱟᱱ ᱮᱱ ᱥᱤ ᱤ ᱮᱹ ᱵᱤᱰᱟᱹᱣ ᱪᱟᱼᱪᱟᱞᱟᱣ ᱠᱷᱚᱱ ᱦᱟᱹᱯᱤᱫ ᱦᱳᱭ ᱞᱮᱱᱟ ᱡᱮ, ᱩᱱᱠᱩ ᱟᱠᱚᱨᱮᱱ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱠᱚ ᱠᱳᱢᱲᱳ ᱦᱚᱪᱚ ᱭᱮᱫ ᱠᱚᱣᱟ ᱠᱚ ᱾"
How the usage of the Internet had affected the lives of these three characters forms the crux of the story.,ᱤᱱᱴᱟᱨᱱᱮᱴ ᱨᱮᱭᱟᱜ ᱵᱮᱣᱦᱟᱨ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱱᱚᱶᱟ ᱯᱮᱭᱟ ᱪᱩᱨᱤᱛᱟᱜ ᱡᱤᱭᱚᱱᱮ ᱮᱥᱮᱨᱟ ᱚᱱᱟ ᱤᱫᱤ ᱠᱟᱛᱮᱫ ᱜᱮ ᱠᱟᱹᱦᱚᱱᱤ ᱨᱮᱱᱟᱜ ᱢᱩᱬᱩᱫ ᱥᱟᱛᱟᱢ ᱾
Vrishadhvaja and also his heir-son were dead and his grandchildren Dharmadhvaja and Kushadhvaja were now worshiping Lakshmi to gain her favor.,"ᱵᱨᱤᱥᱫᱷᱚᱡᱽ ᱟᱨ ᱩᱱᱤᱨᱮᱱ ᱵᱤᱨᱟᱹᱫᱟᱹᱞᱤ ᱦᱚᱯᱚᱱ ᱦᱚᱸᱭ ᱜᱚᱡ ᱟᱠᱟᱱᱟ ᱟᱨ ᱩᱱᱤ ᱨᱮᱱ ᱜᱚᱲᱚᱢ ᱠᱚᱲᱟ ᱠᱤᱱ, ᱫᱷᱚᱨᱢᱚᱫᱷᱚᱡᱽ ᱟᱨ ᱠᱩᱥᱫᱷᱚᱡᱽ ᱱᱤᱛᱚᱜ ᱞᱚᱠᱷᱤ ᱧᱟᱢ ᱟᱸᱥᱛᱮ ᱩᱱᱤᱭᱟᱜ ᱯᱩᱡᱟᱹ ᱠᱤᱱ ᱠᱚᱨᱟᱣᱟ᱾"
He portrayed Reema Lagoo's husband and Raj Babbar's brother in Shashi Kapoor's Filmwalas Productions' Kalyug.,ᱥᱚᱥᱤ ᱠᱟᱯᱩᱨᱟᱜ ᱯᱷᱤᱞᱢᱳᱣᱟᱞᱟᱥ ᱯᱨᱳᱰᱟᱠᱥᱚᱱ ᱠᱟᱞ ᱡᱩᱜᱽᱨᱮ ᱩᱱᱤ ᱨᱤᱢᱟ ᱞᱟᱜᱩ ᱨᱮᱱ ᱪᱷᱟᱛᱟ ᱫᱟᱨᱮᱹ ᱟᱨ ᱨᱟᱡᱽ ᱵᱚᱵᱽᱵᱚᱨ ᱨᱮᱱ ᱵᱚᱠᱚᱛᱛᱮᱫᱟᱜ ᱪᱩᱨᱤᱛ ᱨᱮᱭ ᱯᱟᱴᱷ ᱞᱮᱫᱟ ᱾
Kashmir University located in Srinagar is the main university in the territory.,ᱥᱨᱤᱱᱚᱜᱚᱨ ᱨᱮ ᱢᱮᱱᱟᱜ ᱠᱟᱥᱢᱤᱨ ᱡᱮᱜᱮᱫ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱫᱚ ᱱᱚᱶᱟ ᱴᱚᱴᱷᱟ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱟᱝ ᱡᱮᱜᱮᱫ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱠᱟᱱᱟ ᱾
You can also investigate saving money on transportation by forgoing a car.,ᱟᱢᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱜᱟᱹᱰᱤ ᱟᱲᱟᱜ ᱠᱟᱛᱮ ᱠᱟᱛᱮᱜ ᱥᱟᱜᱟᱲᱚᱢ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱣᱰᱤ ᱥᱟᱧᱪᱟᱣ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟᱢ ᱩᱭᱦᱟᱹᱨ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
"The storms, which are common between April and June, swept over the Mymensingh area and destroyed crops and trees.",ᱮᱯᱨᱤᱞ ᱠᱷᱚᱱ ᱡᱩᱱ ᱢᱩᱫᱽᱨᱮ ᱥᱟᱹᱵᱤᱠ ᱞᱮᱠᱟᱛᱮ ᱦᱩᱭᱩᱜ ᱦᱚᱭᱼᱵᱟᱹᱨᱰᱩ ᱠᱚ ᱢᱚᱭᱢᱚᱱᱥᱤᱝ ᱴᱚᱴᱷᱟ ᱪᱮᱛᱟᱱᱛᱮ ᱩᱰᱟᱹᱣ ᱪᱟᱞᱟᱜᱼᱟ ᱟᱨ ᱟᱨᱡᱟᱣ ᱫᱩᱨᱤᱵᱽ ᱟᱨ ᱫᱟᱹᱨᱮ ᱱᱟᱹᱲᱤᱭ ᱱᱟᱥᱟᱣᱟ ᱾
"Low vision rehabilitation professionals, some of whom are connected to an agency for the blind, can provide advice on lighting and contrast to maximize remaining vision.","ᱠᱚᱢ ᱧᱮᱧᱮᱞᱟᱱ ᱛᱟᱦᱮᱸ ᱨᱩᱣᱟᱹᱲ ᱠᱚ, ᱡᱟᱸᱦᱟᱭ ᱠᱚ ᱢᱩᱫᱽᱨᱮ ᱚᱠᱚᱭ ᱚᱠᱚᱭ ᱠᱚᱫᱚ ᱠᱟᱬᱟ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱜᱟᱶᱛᱟ ᱥᱟᱶᱛᱮ ᱡᱚᱯᱲᱟᱣ, ᱥᱟᱨᱮᱡ ᱟᱠᱟᱱ ᱧᱮᱱᱮᱞ ᱫᱚ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱠᱟᱹᱢᱤ ᱨᱮ ᱞᱟᱜᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱢᱟᱨᱥᱟᱞ ᱟᱨ ᱵᱷᱮᱜᱟᱨ ᱩᱫᱩᱜ ᱵᱟᱨᱮᱛᱮ ᱯᱚᱨᱟᱢᱚᱥ ᱮ ᱮᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾"
"Tennis is also a popular sport in Tamil Nadu with notable international players including Ramesh Krishnan, Ramanathan Krishnan, Vijay Amritraj and Mahesh Bhupathi.","ᱨᱚᱢᱮᱥ ᱠᱨᱤᱥᱱᱚᱱ, ᱨᱟᱢᱱᱟᱛᱷᱚᱱ ᱠᱨᱤᱥᱱᱚᱱ, ᱵᱤᱡᱚᱭ ᱚᱢᱨᱤᱛᱨᱟᱡᱽ ᱟᱨ ᱢᱚᱦᱮᱥ ᱵᱷᱩᱯᱚᱛᱤ ᱥᱟᱶᱛᱮ ᱧᱩᱛᱩᱢᱟᱱ ᱡᱮᱜᱮᱫᱡᱟᱠᱟᱫ ᱠᱷᱤᱞᱚᱸᱰᱤᱭᱟᱹ ᱟᱛᱮ ᱛᱟᱹᱢᱤᱞᱱᱟᱰᱩ ᱨᱮᱦᱚᱸ ᱴᱮᱱᱤᱥ ᱢᱤᱫᱴᱮᱱ ᱧᱩᱛᱩᱢᱟᱱᱟᱜ ᱦᱩᱭᱟᱠᱟᱱᱟ ᱾"
"The state has a tropical savanna climate, and receives seasonal heavy rains from the south west monsoon.",ᱯᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱦᱚᱭᱦᱤᱸᱥᱤᱫ ᱥᱤᱛᱩᱝ ᱴᱚᱴᱷᱟᱠᱤᱭᱟᱹ ᱥᱟᱵᱷᱟᱱᱟ ᱞᱮᱠᱟᱱᱟᱜ ᱟᱨ ᱫᱚᱠᱷᱤᱱ ᱯᱚᱪᱷᱤᱢ ᱢᱳᱣᱥᱩᱢᱤ ᱦᱳᱭ ᱠᱷᱚᱱ ᱢᱳᱣᱥᱩᱢᱤ ᱟᱹᱰᱤ ᱟᱸᱴᱮ ᱫᱟᱜᱼᱟ ᱾
"Patna recorded a per capita of Rs 63,063.","ᱯᱟᱴᱱᱟ ᱨᱮ ᱦᱚᱱᱯᱤᱪᱷᱩ ᱖᱓,᱐᱖᱓ ᱴᱟᱠᱟ ᱨᱮᱠᱚᱰ ᱠᱚᱨᱟᱣ ᱟᱠᱟᱱᱟ ᱾"
