Hindi,Santali
"अब तक, विजेता टीम या तो नीदरलैंड या बेल्जियम से थी, जिसमें क्रमशः 45 और 6 यूरोपा कप थे।","ᱱᱤᱛ ᱦᱟᱹᱵᱤᱡ, ᱡᱤᱛᱠᱟᱹᱨ ᱫᱚᱞ ᱠᱚ ᱦᱩᱭᱩᱜ ᱛᱟᱦᱮᱱᱟ ᱱᱮᱫᱟᱨᱞᱮᱱᱰᱥ ᱟᱨᱵᱟᱝ ᱵᱮᱞᱡᱤᱭᱟᱢ ᱠᱷᱚᱱ, ᱮᱞᱮᱞ ᱞᱮᱠᱟᱛᱮ ᱔᱕ ᱟᱨ ᱖ ᱜᱚᱴᱟᱝ ᱤᱭᱩᱨᱳᱯᱟ ᱠᱟᱯ ᱾"
"यह मुख्य रूप से भारतीय उपमहाद्वीप में मनाया जाता है, लेकिन दक्षिण एशियाई प्रवासियों के माध्यम से एशिया के अन्य क्षेत्रों और पश्चिमी दुनिया के कुछ हिस्सों में भी फैल गया है।",ᱢᱩᱲᱩᱫ ᱞᱮᱠᱟᱛᱮ ᱵᱷᱟᱨᱚᱛᱤᱭᱟᱹ ᱩᱯᱚᱼᱢᱟᱦᱟ ᱫᱤᱥᱚᱢ ᱨᱮ ᱱᱚᱶᱟ ᱯᱟᱞᱟᱣ ᱦᱩᱭᱞᱮᱱᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱫᱚᱠᱷᱤᱱ ᱮᱥᱤᱭᱟᱨᱮᱱ ᱜᱤᱨᱟᱹᱵᱟᱥ ᱟᱠᱟᱱᱠᱚ ᱛᱟᱞᱟᱛᱮ ᱮᱥᱤᱭᱟ ᱨᱮᱭᱟᱜ ᱮᱴᱟᱜ ᱮᱴᱟᱜ ᱴᱚᱴᱷᱟ ᱟᱨ ᱯᱟᱹᱪᱷᱤᱢ ᱡᱮᱸᱜᱮᱫ ᱨᱮᱭᱟᱜ ᱠᱤᱪᱷᱩᱜᱟᱱ ᱦᱤᱸᱥ ᱨᱮᱦᱚᱸ ᱪᱷᱩᱲᱤᱭᱟᱹᱣ ᱟᱠᱟᱱᱟ ᱾
आप एक पूरे कैलेंडर वर्ष के लिए अलास्का में रहे होंगे और आपको अनिश्चित काल के लिए अलास्का में रहने का इरादा होना चाहिए।,ᱟᱢ ᱱᱤᱦᱟᱹᱛ ᱜᱮ ᱢᱤᱫᱴᱟᱝ ᱯᱩᱨᱟᱹ ᱯᱚᱧᱡᱤᱠᱟ ᱥᱮᱨᱢᱟ ᱞᱟᱹᱜᱤᱫ ᱟᱞᱟᱥᱠᱟ ᱨᱮᱠᱚ ᱜᱤᱨᱟᱹᱵᱟᱥᱤ ᱟᱠᱟᱱ ᱟᱨ ᱟᱢᱟᱜ ᱵᱮᱼᱴᱷᱤᱠᱟᱹᱱ ᱠᱟᱞ ᱞᱟᱹᱜᱤᱫ ᱟᱞᱟᱥᱠᱟ ᱨᱮ ᱛᱟᱦᱮᱸᱱ ᱨᱮᱭᱟᱜ ᱯᱟᱱᱛᱷᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾
"एक मिश्रित सब्जी का स्टू, जिसे खतखते के नाम से जाना जाता है, हिंदू और ईसाई त्योहारों के उत्सव के दौरान एक बहुत ही लोकप्रिय व्यंजन है।","ᱢᱤᱫᱴᱟᱝ ᱢᱮᱥᱟ ᱥᱚᱵᱡᱽᱤ ᱥᱩᱴᱩ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱠᱷᱚᱴᱠᱷᱚᱴᱮᱹ ᱧᱩᱛᱩᱢ ᱛᱮ ᱩᱯᱨᱩᱢ ᱟᱠᱟᱱᱟ, ᱦᱤᱱᱫᱩ ᱟᱨ ᱠᱷᱤᱥᱴᱟᱱ ᱠᱚᱣᱟᱜ ᱯᱚᱨᱚᱵᱽ ᱢᱟᱱᱟᱣ ᱚᱠᱛᱚ ᱢᱤᱫᱴᱟᱝ ᱠᱷᱩᱥᱤᱭᱟᱱᱟᱜ ᱡᱚᱢᱟᱜ ᱠᱟᱱᱟ ᱾"
स्वीडन में बाल दिवस अक्टूबर के पहले सोमवार को मनाया जाता है।,"ᱥᱩᱭᱰᱮᱱ ᱨᱮ, ᱚᱠᱴᱳᱵᱚᱨ ᱨᱮᱭᱟᱜ ᱯᱳᱭᱞᱳ ᱚᱛᱮᱢᱟᱦᱟ ᱦᱤᱞᱳᱜ ᱥᱤᱥᱩ ᱫᱤᱵᱚᱥ ᱠᱚ ᱯᱟᱞᱟᱣᱟ ᱾"
"उन्होंने ओमान में इंडियन स्कूल वादी कबीर और इंडियन स्कूल, सलालाह में पढ़ाई की।","ᱩᱱᱤᱫᱚ ᱳᱢᱟᱱ ᱨᱮᱭᱟᱜ ᱤᱱᱰᱤᱭᱟᱱ ᱥᱠᱩᱞ ᱳᱣᱟᱫᱤ ᱠᱚᱵᱤᱨ ᱟᱨ ᱤᱱᱰᱤᱭᱟᱱ ᱥᱠᱩᱞ, ᱥᱟᱞᱟᱞᱟᱦᱚ ᱨᱮᱭ ᱯᱟᱲᱦᱟᱣ ᱟᱠᱟᱱᱟ ᱾"
"आसपास के शहर पंजाब में मोहाली, न्यू चंडीगढ़, पटियाला, जीरकपुर और रूपनगर और हरियाणा में पंचकुला और अंबाला हैं।","ᱥᱩᱨᱥᱩᱯᱩᱨ ᱥᱟᱦᱟᱨᱠᱚᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱢᱳᱦᱟᱞᱤ, ᱱᱤᱭᱩ ᱪᱚᱱᱰᱤᱜᱚᱲ, ᱯᱟᱛᱤᱭᱟᱞᱟ, ᱯᱟᱧᱡᱟᱵᱽ ᱨᱮᱭᱟᱜ ᱡᱤᱨᱟᱠᱯᱩᱨ ᱟᱨ ᱨᱩᱯᱱᱚᱜᱚᱨ ᱟᱨ ᱦᱚᱨᱤᱭᱟᱱᱟ ᱨᱮᱭᱟᱜ ᱯᱚᱧᱪᱚᱠᱩᱞᱟ ᱟᱨ ᱟᱢᱵᱟᱞᱟ ᱾"
इसके लिए दूसरा संस्कृत शब्द अव्यंग है।,ᱱᱚᱶᱟ ᱞᱟᱹᱜᱤᱫ ᱮᱴᱟᱜ ᱥᱚᱝᱥᱠᱨᱤᱛ ᱯᱟᱹᱱᱟᱹᱨᱥᱤ ᱫᱚ ᱠᱟᱱᱟ ᱚᱵᱮᱝᱜᱚ ᱾
लेजर सर्जरी से रंग और रात की दृष्टि भी थोड़ी कम हो सकती है।,ᱞᱮᱡᱟᱨ ᱥᱟᱨᱡᱟᱨᱤ ᱦᱚᱸ ᱨᱚᱝᱼ ᱟᱨ ᱧᱤᱫᱟᱹ ᱧᱮᱞ ᱫᱟᱲᱮᱭᱟᱜ ᱦᱚᱸ ᱱᱟᱥᱮᱭ ᱠᱚᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
इस बमबारी में वाहन क्षतिग्रस्त हो गया लेकिन कोई हताहत नहीं हुआ।,ᱱᱚᱶᱟ ᱵᱚᱢᱟ ᱚᱴᱮᱡ ᱛᱮ ᱜᱟᱹᱰᱤ ᱫᱚ ᱨᱟᱹᱯᱩᱫ ᱞᱮᱱ ᱨᱮᱦᱚᱸ ᱡᱟᱦᱟᱱ ᱜᱟᱹᱞ ᱜᱚᱡ ᱨᱮᱱᱟᱜ ᱜᱷᱚᱴᱱᱟ ᱵᱟᱝ ᱦᱩᱭ ᱠᱟᱱᱟ ᱾
अगाती में कोच्चि से सीधी उड़ानों वाला एक हवाई अड्डा है।,ᱠᱳᱪᱤ ᱠᱷᱚᱱ ᱥᱚᱨᱟᱥᱚᱨᱤ ᱩᱰᱟᱹᱜ ᱥᱟᱣ ᱟᱜᱚᱛᱛᱤ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱩᱰᱟᱹᱱᱟᱰᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾
"चोल राजवंश दक्षिण भारत का एक तमिल थैलासोक्रेटिक साम्राज्य था, जो विश्व इतिहास में सबसे लंबे समय तक शासन करने वाले राजवंशों में से एक था।","ᱪᱳᱞ ᱨᱟᱡᱽ ᱵᱚᱝᱥᱚ ᱫᱚ ᱫᱚᱠᱠᱷᱤᱱ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱛᱟᱢᱤᱞ ᱛᱷᱮᱞᱟᱥᱳᱠᱨᱮᱴᱤᱠ ᱥᱟᱢᱨᱟᱡᱽ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ , ᱡᱟᱦᱟᱸ ᱫᱚ ᱡᱮᱜᱮᱫ ᱨᱮᱭᱟᱜ ᱱᱟᱜᱟᱢ ᱨᱮ ᱟᱹᱰᱤ ᱡᱮᱞᱮᱧ ᱥᱟᱥᱚᱱᱤᱭᱟᱹ ᱨᱟᱡᱽᱵᱚᱝᱥᱚ ᱢᱩᱫᱽᱨᱮ ᱢᱤᱫ ᱦᱚᱲ ᱠᱟᱱᱟᱭ ᱾"
उन्होंने वेल्हा गोवा में एक स्थायी बस्ती स्थापित की।,ᱵᱷᱮᱞᱦᱟ ᱜᱳᱣᱟ ᱨᱮ ᱩᱱᱠᱩ ᱫᱚ ᱢᱤᱫᱴᱮᱱ ᱛᱷᱟᱹᱭᱤ ᱜᱤᱨᱟᱹᱵᱟᱹᱥᱤ ᱠᱚ ᱛᱷᱟᱯᱚᱱ ᱞᱮᱫᱟ ᱾
"आज कभी-कभी थर्मोकोल जैसी हल्की सामग्री का उपयोग किया जाता है, हालांकि गहने अभी भी मुख्य रूप से लकड़ी के काम से बने होते हैं।","ᱮᱱᱨᱮᱦᱚᱸ ᱟᱵᱷᱨᱟᱱ ᱱᱤᱛᱦᱚᱸ ᱟᱥᱚᱞᱨᱮ ᱠᱟᱴᱷ ᱠᱟᱹᱢᱤ ᱞᱟᱹᱜᱤᱫ ᱵᱮᱱᱟᱣ ᱵᱮᱱᱟᱣ , ᱨᱟᱣᱟᱞ ᱡᱚᱜᱟᱲ ᱠᱚ ᱡᱮᱞᱮᱠᱟ ᱛᱷᱟᱨᱢᱚᱠᱚᱞ ᱡᱟᱦᱟᱸᱛᱤᱥ ᱠᱚᱨᱮ ᱱᱤᱛᱦᱚ ᱵᱮᱶᱦᱟᱨ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
"मेघालय में खासी, गारो और जयंतिया मुख्य जनजातियाँ हैं।","ᱢᱮᱜᱷᱟᱞᱚᱭ ᱨᱮᱱ ᱢᱩᱲᱩᱫ ᱩᱯᱚᱡᱟᱹᱛᱤ ᱫᱚ ᱠᱷᱟᱥᱤ, ᱜᱟᱨᱳ ᱟᱨ ᱡᱳᱱᱛᱤᱭᱟ ᱾"
"जासूसों ने हत्या के विशेषज्ञों से सलाह ली लेकिन हत्या की जांच शुरू नहीं की गई और पोर्ट को जमानत पर रिहा कर दिया गया, जबकि क्राउन प्रॉसिक्यूशन सर्विस ने उस पर आरोप लगाने पर विचार किया।",ᱜᱳᱭᱮᱱᱫᱟ ᱠᱚᱫᱚ ᱦᱚᱲᱦᱮᱞᱮᱡ ᱜᱟᱹᱠᱷᱩᱲᱤᱭᱟᱹ ᱠᱚᱣᱟᱜ ᱫᱤᱥᱦᱩᱫᱤᱥ ᱠᱚ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱜᱚᱡ ᱨᱮᱭᱟᱜ ᱛᱚᱫᱟᱨᱚᱛ ᱵᱟᱝ ᱮᱦᱚᱵ ᱟᱠᱟᱱᱟ ᱟᱨ ᱯᱳᱨᱴ ᱫᱚ ᱡᱟᱹᱢᱤᱱ ᱨᱮ ᱪᱷᱟᱹᱲ ᱮᱢ ᱦᱩᱭ ᱞᱮᱱᱟ ᱡᱚᱠᱷᱮᱱ ᱠᱨᱟᱣᱩᱱ ᱯᱨᱚᱥᱤᱠᱤᱣᱥᱚᱱ ᱥᱟᱨᱵᱷᱤᱥ ᱫᱚ ᱩᱱᱤ ᱫᱩᱥᱤᱭᱮ ᱞᱟᱹᱜᱤᱫ ᱩᱭᱦᱟᱹᱨ ᱵᱷᱟᱵᱱᱟ ᱞᱮᱫᱟᱭ ᱾
पहला विश्व डाउन सिंड्रोम दिवस 21 मार्च 2006 को आयोजित किया गया था और दिन और महीने को क्रमशः 21 और ट्राइसोमी के अनुरूप चुना गया था।,ᱯᱩᱭᱞᱩ ᱡᱮᱜᱮᱫ ᱰᱟᱣᱩᱱ ᱥᱤᱱᱰᱨᱳᱢ ᱢᱟᱦᱟ ᱒᱑ ᱢᱟᱨᱪ ᱒᱐᱐᱖ ᱼᱨᱮ ᱥᱟᱯᱲᱟᱣ ᱞᱮᱱᱟ ᱟᱨ ᱢᱟᱦᱟ ᱟᱨ ᱪᱟᱸᱫᱚ ᱚᱛᱚᱢᱛᱟᱭᱚᱢ ᱒᱑ ᱟᱨ ᱴᱨᱟᱭᱥᱳᱢᱤ ᱥᱟᱶᱛᱮᱨ ᱢᱮᱞ ᱫᱚᱦᱚᱭ ᱞᱟᱹᱜᱤᱫ ᱵᱟᱪᱷᱱᱟᱣ ᱦᱟᱛᱟᱣ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾
"सूर्य मंदिर, मोढेरा एक टिकट वाला स्मारक है, जिसे भारतीय पुरातत्व सर्वेक्षण द्वारा संभाला जाता है।","ᱵᱷᱟᱨᱚᱛᱤᱭᱚ ᱢᱟᱨᱮᱱᱛᱮᱛᱮᱫ ᱡᱚᱨᱤᱯ ᱫᱟᱨᱟᱭ ᱛᱮ ᱪᱟᱪᱞᱟᱶ ᱢᱮᱫᱷᱳᱨᱟᱨᱟ ᱨᱮᱱᱟᱜ ᱥᱩᱨᱡᱚ ᱢᱚᱱᱫᱤᱨ ᱢᱤᱫᱴᱟᱝ ᱩᱭᱦᱟᱹᱭ ᱛᱷᱟᱢ, ᱡᱟᱸᱦᱟ ᱨᱮ ᱵᱚᱞᱚᱱ ᱞᱟᱹᱜᱤᱫ ᱴᱤᱠᱤᱴ ᱞᱟᱜᱟᱜᱼᱟ ᱾"
"इसकी तीन तहसीलें थीं, जो लेह, स्कार्दू और कारगिल में स्थित थीं।","ᱱᱚᱶᱟ ᱨᱮᱭᱟᱜ ᱯᱮᱭᱟ ᱛᱚᱦᱚᱥᱤᱞ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ, ᱞᱮᱦ, ᱥᱠᱟᱨᱫᱩ ᱟᱨ ᱠᱟᱨᱜᱤᱞ ᱾"
