Unnamed: 0,Hindi,Bhili
198,"चूंकि अकबर के इससे पहले के बच्चों की शैशवावस्था में मृत्यु हो गई थी, इसलिए वे अपने साम्राज्य के युवराज के लिए साधु-संतों का आशीर्वाद चाहते थे।",अकबर ना इनाती पेहला ना पोरिया नी नानी अवस्था मा मरी गयो इनाहारू त्यो आपडा राजपाट ना युवराज हारू साधु संतों थी आशीर्वाद चाहता हुता।
319,इसे आमतौर पर ऑटिज़्म और आधिकारिक तौर पर नामित ऑटिज़्म स्पेक्ट्रम डिसऑर्डर (एएसडी) के रूप में जाना जाता है।,इने खास तौर पर आटिज्म अने अधिकारिक तौर पर नामित आटिज्म स्पेक्ट्रम्प डिस ऑडर ( ए एस डी ) ना रूप माँ जाणी जाहे |
148,और मुझे प्रसन्‍नता है कि मेरे देश के करोड़ों नागरिकों ने विकसित भारत 2047 के लिए अनगिनत सुझाव दिए हैं।,अनें मन परसन से कि मांरा देह नां करोड़ों मनखुंईं बणेंलों भारत 2047 हायं घणीं जबर रॉय आली से।
285,"उसने चांदी का टंका और तांबे का जिताल पेश किया - सल्तनत काल के दो बुनियादी सिक्के, 175 अन्न के मानक वज़न के साथ।",तीने चांदी नो टंका अने तांबा नो जिताल हमो करीयो सल्तनत काल नी बे पेहले सिक्के 175 अन्न ना मानक वजन ने हात |
275,"इसके बावजूद, मानेकशॉ को 8 जून 1969 कोआठवें सेना प्रमुख के रूप में नियुक्त किया गया।",इना बाद मानेकशा ने 8 जून 1969 मा आठवा सेना नो मोटो ना रूप मा नियुक्त करी दीदो।
540,कानून एक तरफ दूरसंचार कंपनियों और दूसरी तरफ सामग्री प्रदाताओं द्वारा तीव्र पैरवी के अधीन रहा है।,नियम एके तरफ मा दूर जाने वाली कंपनियां ऐवु बे तरफा सामान देवा हरु इने वादरे पैरवी अधीने रहियो है |
356,"कुछ सर्वर केवल पॉइंट को शुरू करने के लिए सेवा का उपयोग करने में संतुष्ट होते हैं, हालाँकि, उन्नत खिलाड़ी अक्सर अपनी सेवा के साथ एक विजयी शॉट मारने की कोशिश करते हैं।",कईना सर्वर खाली पॉइंट नी शुरू करवा हारू सेवा नो उपयोग करवा मा संतुष्ट थाए से पण असल खिलाड़ी हमेशा आपडी सेवा नी हाली एक जीत हारू शॉट मारवा नी कोशिश करे से |
360,संभावनाएं बढ़ती गई हैं। नये मौके बन रहे हैं। मेरे देश के युवाओं को अब धीरे-धीरे चलने का इरादा नहीं है।,आह वहती जाईरी से 1 नवो मोको बणी रिया से । मारा देह ना जुवानो ने हाऊं धीरे-धीरे साळवा नो इरादो नी से
486,"यदि यह बात सच मानी जाती है कि त्याग के रूप में अपना जीवन समाप्त करने की जैन परंपरा के अनुसार चन्द्रगुप्त ने कर्णाकट में अपने प्राण त्यागे थे, तो ऐसा प्रतीत होता है कि चन्द्रगुप्त ने दक्षिण में विजय की शुरुआत कर दी थी।",दक्षिण में की यदि ये कह सही मानी जाए है कि व्याग ना रुप मा आपड़ा जीवन समाप्त करना नी जैके परंपरा नी अरस्पर चन्द्रगुप्त ना -कर्याकट मा आपडा प्राण छोड़िया था तो ना दक्षिण या जीत नी शुरुआत कर देयी थी।
465,दुल्हन से घर की स्वामिनी बनने का निवेदन किया जाता है और उसे अपने पति के रिश्तेदारों के बीच उसकी महत्वपूर्ण भूमिका की याद दिलाई जाती है।,तिनान आवा पर एक अनुष्ठान थाए से तां लाडो अन लाड़ी ने घेर खास सदस्यों नी एक बीजा थी ओलखान करावे से |
394,"चांद ने 8 बार, रूप सिंह ने 10 बार, गुरमीत सिंह ने 5 बार और पिन्नीगर ने एक बार गोल किया।","चांद ये 8 वखत रूपसिंह ये 10 वखत ,गुरमीत सिंह ये 5 वखत अने पिन्निगर ये एक गोल करियो |"
55,"अबू फजल अल्लामी के अनुसार, माहम वास्तव में ख़ोरासान के सुल्तान, हुसैन मिर्जा के कुलीन परिवार की रिश्तेदारी में थीं।","अबू फजल अल्लामी ना बाद केवा बाद माहम खरा मा खोरा सां ना हुल्तान ,हुसैन मिर्जा ना कुली परिवार नी रिश्तेदारी माँ हती"
535,इन आदिवासी बहुल गाँवों में सामाजिक-आर्थिक वहां के जीवन को बेहतर बनाने के लिए काम होगा। इसका लाभ देश के 5 करोड़ से ज्यादा मेरे आदिवासी भाई-बहनों को मिलेगा।,इनां आदिवासी बहुल गांमुं त्या सामाजिक - आर्थिक जीवन ने हदारवा हारू काम करहे । इना थी देश ना 5 करोड़ थी वदारे मारा आदिवासी भाई - बहनों ने नफो थाहे ।
46,किसी परिस्थिति या मार्ग से परिचित होने से नेत्रहीन व्यक्ति के लिए सफलतापूर्वक चलना बहुत आसान हो जाता है।,कोई परेशानी अने वात थी जान पहचान थावा थी वगर आँख आदमी हारू आसानी आराम ने चालवा घणो सरल थाई जाहे से |
95,"पोर्ट ऑफ स्पेन में दूसरे टेस्ट में, सचिन तेंदुलकर ने पहली पारी में 117 रन बनाए, जो उनके 93वें टेस्ट मैच में उनका 29वां टेस्ट शतक था, जिससे वे सर डॉन ब्रैडमैन के 29 टेस्ट शतकों के रिकॉर्ड की बराबरी कर सके।",पोर्ट ऑफ स्पेन मा बिजा रेस मा सचिन तेंदुलकर ने पेहली पाली मा 117 रन बणाया से जो इनानी 93 वे टेस मैच मा इनानो 29 वु टेस सेकड़ो हतो जिनायी यो सर डॉन ब्रेडमैन नी 29 टेस सेकड़ो नु रिकार्ड नी बराबर करी सके से |
549,न्यूज़ डिवाइन तीन वर्षों से खुला हुआ है और उस समय में इसे कानून द्वारा तीन बार बंद किया जा चुका है।,खबर डिवाइन तान साल खुलिया हाथो ऐवु इन समय मा इसे नियम हाथे तान बार बंदे किया जा चुका है |
110,"कल्याणी जी: सर, मैं एमएससी माइक्रोबायोलॉजी हूँ। मेरे पति, सास और दो बच्चे हैं, और मैं तीन साल से ग्राम पंचायत में कार्यरत हूँ।","कल्‍याणी जी: सर हँ, एमएससी, माइक्रोबायोलॉजी हुं, म्‍हारा पति, सास अन बे सौरा से, अनं हुं, तीन साल थी ग्राम पंसात मां काम करीरी से।"
343,तब सामान्य मानवीय का भरोसा बढ़ जाता है।,तेर हुदां मनखुं नों भरोहो बढ़ी जाईं से।
599,एक बहुत बड़ा हब बना है और आज हम मोबाइल फोन दुनिया में एक्‍सपोर्ट करने लगे हैं। ये भारत की ताकत है।,"एक घणों मोटो केन्‍द्र बणी ग्‍यू से अने आज हमु मोबाईल फोन दनिया मां निर्यात करवा लाग्‍या से , ये भारत नी ताकत से।"
472,भारत में प्रकृति के साथ तालमेल हमारी संस्कृति का अभिन्न हिस्सा रहा है।,कदी तमुं महाराष्‍ट्र ना मेलघाट टाईगर रिजर्व जावहों तेर तहां ना खटकली गांव मां आदिवासी परिवारों नें आपणां घेर नें घेर रेवुं मां बदलीन रोजगार ना मौका पैदा करया से।
430,उनके बेटे रणधीर ने फिल्म का निर्देशन किया और यह 1991 में रिलीज हुई।,लिना सोरा रणधीर ने पिक्सर नी जाणकारी करवी अने यो 1991 में रिलीज हुई |
313,इस अवधि के दौरान रे ने अपनी फिल्मों में इन मुद्दों की कथित कमी के जवाब में भारतीय जीवन की समकालीन समस्याओं को दर्शाना शुरू किया।,इनी अवधि ना दौरान रहे ने आण्डी फिल्मों मा इन मदो नी कथित कमी मा जवाब मा भारतीय जीवन की समय नी समस्या ने देखाउ नु शरू कियु
376,उन्हें 12वीं फ्रंटियर फोर्स रेजिमेंट की चौथी बटालियन में कमीशन मिला था।,इहुने 12 वी फ्रंटियर बल देवा रेजिमेंट नी चार बटालियन मा दलाली मली हुती।
305,"साथ ही, मराठा साम्राज्य एक संघ में बदलने लगा, जिसमें होलकर, सिंधिया और नागपुर साम्राज्य के भोंसले जैसे व्यक्तिगत प्रमुख अधिक शक्तिशाली हो गए।",हाथे ही मराठा साम्राज्य एक संघ मा बदलवा लागिया जिनमा होलकर सिंधिया अने नागपुर साम्राज्य ना भोसले जेवा मनखू खास वदार ताकतवर थाई गया है।
390,यह मैसूर और बैंगलोर के लोगों के लिए पीने के पानी का एक प्रमुख स्रोत है।,यूँ मैसूर अने बेंगलोर मा लोगो हारू पीवा नू पाणी नो एक खास साधन से |
252,"मेरे प्यारे देशवासियो, हमारी संस्कृति सिखाती है कि ‘परमार्थ परमो धर्मः’ यानी दूसरों की मदद करना सबसे बड़ा कर्तव्य है।",मांरा देशवासियों हमारी टेनसन खावानुं-पिवानुं सिकाड़ें से कि परमार्थ परमों धर्म से अनें विजां नी मदत करवुं सबथी मोटो धरम से।
533,"1657 तक, शिवाजी ने मुगल साम्राज्य के साथ शांतिपूर्ण संबंध बनाए रखे।",1657 तक शिवाजी ने मुगल राज नी हाते एक शाति थी रिश्तों बणावी रखवानु।
70,"उनके पिता की सेना की नौकरी के फलस्वरूप होने वाले कई स्थानांतरणों के कारण परिवार को विभिन्न शहरों में स्थानांतरित होना पड़ा, और इस वजह से चंद को केवल छह साल की स्कूली शिक्षा के बाद शिक्षा छोड़नी पड़ी।",इहुना पिता जी सेना नी नौकरी ना बाबत मा थावा वाला घणी एक जगह थी बिजी जगह ना कारण परिवार ने कई शहरों मा जगह थी बिजी जगह पडीयू इनी वजह थी चंद ने केवल छह वराह नी स्कुली भणतर ने बाद भणतर छोडवी पडी।
452,"जब देश की सेना Surgical Strike करती है, जब देश की सेना Air Strike करती है तो उस देश के नौजवानों का सीना ऊंचा हो जाता है, तन जाता है, गर्व से भर जाता है।","जेर देह नीं मिलिट्री Surgical Strike करें से, जेर देह नी मिलिट्री Air Strike करें से तेर तिनां देह नां नौजवानों नां छाती ऊंची थाई जाए से, तन जाए से, गर्व थी भराय जाए से।"
541,कुछ लोगों ने सुझाव दिया भारत को जल्‍द से जल्‍द जीवन के हर क्षेत्र में आत्‍मनिर्भर बनना चाहिए।,कईंना लोकुंईं आ रॉय आली भारत नें वेगो थी वेगो जिन्‍दगी नां हर ईलाका मां जीवेंकरवानुं बणावों जोवे।
279,भारत और पाकिस्तान के खिलाफ अमेरिकी प्रतिबंधों को केवल छह महीने बाद ही हटा लिया गया था।,भारत आने पाकिस्तान ना खिलाफ अमेरिका प्रतिबंधो को केवल सौ मई ना मा ही हरकी लेदो थो |
202,"लेकिन बाद में, अलाउद्दीन ने भीमसिंह को पकड़ लिया और उसकी रिहाई के बदले में पद्मिनी की मांग की।",केमकी बाद माँ अलाउद्दीन ने भीमसिंह नी धरी लेयो आने तीनान छोड़वा ना बदला पधिनी नी मागवा नी वास करीयी से
194,निराश होकर टीपू सुल्तान ने उस समय के अन्य मुसलमान शासकों के साथ संपर्क स्थापित करना शुरू कर दिया।,विफल थाईन टीपू सुल्ताने तिना समय मा बिजा तरकढा राजो ओ नी हाथे संपर्क करवानु चालू करी दिदू।
251,"आज Defence Manufacturing में, भारत की पहचान बनीं है और मैं आज खुशी से कह सकता हूं कि जो देश कभी Defence की हर छोटी मोटी चीज बाहर से लाता था,",आज डिफेन्‍स मनुफेक्‍चरीग मा भारत नी ओलखान बणेली से अने हूं खुशी ही की सकू के ज्‍यों देश केरांक डिफेन्‍स नी हर नानी मोटी सीजे बारता हीस लावतो तो।
153,नेहरू ने 1929 में कांग्रेस और भावी भारतीय राष्ट्र की नीतियों का मसौदा तैयार किया।,नेहरु १९२९ मा कांग्रेस अने -भारतीय राष्ट्र नी नीतियों नो हम जौतरो तैयार करयो से |
127,नेहरू को सरकार विरोधी गतिविधियों के आरोप में 1921 में गिरफ़्तार किया गया था और कुछ महीनों बाद उन्हें रिहा कर दिया गया।,नेहरु नो सरकार विरोधी ना करेला कामु नो आरोप मा १९२१ मा धरया से कई ना मई ना बाद इने पसा सोडी देदा से |
581,वेस्ट इंडीज में हुए विश्व कप में राहुल द्रविड़ की अगुवाई वाली भारतीय क्रिकेट टीम और तेंदुलकर का निराशाजनक प्रदर्शन रहा।,वेस्ट इंडीज मा थाई ला पूरा देह नो कुप मा राहुल द्रविड़ नी अगाडी वाली भारत नी दडियो नो समूह अने तेंदुलकर नो असल नी रामवानु (भूडो रमेत )देखेलु से |
459,मरमाला जलप्रपात एक जलप्रपात है जो भारत के केरल राज्य के कोट्टायम ज़िले में एराट्टुपेट्टा से कुछ किलोमीटर की दूरी पर स्थित है।,मरमाला जलप्रपात एक पानी नो बहावा है भारत अने केरल राज्य मा कोढायम जिला मा एराहुपेडा कई किलोमीटर नी दूर आवे से
191,उन्होंने जेल में ईशावस्यवृत्ति और स्थितप्रज्ञ दर्शन लिखे।,तिहुई जेल मा इसा पेलखी अने मन हासू राखी न तिना दर्शण लिखया |
422,"अगर हमारे पूर्वज, जिनका खून हमारी रगों में है, आज हम तो 140 करोड़ हैं।","अगर हमारां खतरीज, तिन्‍हुनुं लोय हमांरी नेहीयों मां से, आज हमुं तें 140 करोड़ से।"
417,"स्तंभ संभवत: पॉलिश की हुई लकड़ी से बने थे, जो ग्रेनाइट के आधारों पर टिके हुए थे; कुछ स्तंभ आधार आज तक जीवित हैं।","खम्बो खास पोतेली लाकड़ा थी बनेता से ,त्यों भाता ने टेके त्केलो हतो थोद्का खम्बा ने टेके आज भी व्सेला से |"
449,"बाधाएं, रूकावटें, चुनौतियां, उसको परास्त करके एक दृढ़संकल्प के साथ ये देश चलने के लिए प्रतिबद्ध है।","मुशिकीले, रूकावटे आफते ,तिनान इरावीन एक काठा धारेला नो हाते यो देश सालावा हारू तियार से।"
264,"पार्टियों का गठबंधन, बीजेएस सहित, जनता पार्टी बनाने के लिए एक साथ आए, जिसने 1977 के आम चुनाव जीते।",पार्टियों ना गठबंधन बीजे इस ने हाथे जनता पार्टी बणावा हरु एक हाथे आया | विनय उनीश सो सत्तर ना आम चनाव जीतियो |
245,नेहरू ने स्वीकारा कि उन्होंने युद्ध को मिश्रित भावनाओं से देखा था।,नेहरु जी मान्यू कि ति नई इनी लड़ाई ने मिली -जुली अन एक बिजा थी मली जुली जुलया वश्यार थी देख्या ग्या से
437,"हुमायूं के प्रति निष्ठा की शपथ लेने वाले कबीलों में से लेगारी, मैगसी, रिंद और कई अन्य थे।",हुमायूं ने साथ देवा नी शपथ लेवा वाला कबीलो मा थी लेगारी मैगसी रिंद अने घणा बिजा हुता।
362,"ऐसे मुट्ठीभर निराशा की गर्त में डूबे हुए लोग जब उनके गोद में विकृति पलती है, तब वो विनाश का कारण बन जाती है, सर्वनाश का कारण बन जाती है,","ऐवा मुठी भर निराशां मां डूबेलां मनख झेर तिनानां खोळा मां खराबी पळे से , तेर त्‍यों खत्‍म थावानू करण बणी जाए, सब खत्‍म थावा नू करण बणी जाएा"
551,"मार्च में, पाकिस्तानी सशस्त्र बलों ने अलगाववादियों पर अंकुश लगाने के लिए एक तीव्र अभियान शुरू किया, जिसमें पूर्वी पाकिस्तान के सैनिक और पुलिस शामिल थे।",मार्च मा पाकिस्तान सशस्त्र बलों ने अलग करवा वाला पर लगाय लगाडवा हारू एक उतावलू काम करवा हारू पूर्वी पाकिस्तान ना सैनिक अने पोलिस भेला हुता।
448,"25 जुलाई 2012 को देव ने आई.सी.एल. से इस्तीफा दे दिया और बी.सी.सी.आई. का समर्थन करना जारी रखा, जिससे बी.सी.सी.आई. में वापस आने का मार्ग आसान हो गया।",25 जुलाई 2012 नो देवे आई सी एल ने छोड़ी नाखियों अने बी सी आई न मदद करवानु जारी (चालू) राखियूं तीनाथी बी सी सी आई मा पासो आवा नो रोहो साफ थाय ग्यो।
117,"उसको अपनी योग्‍यता, क्षमता के प्रति अन्‍याय का जो गुस्‍सा होता है, वो राष्‍ट्र की प्रगति में नुकसान करता है।",तिनान आपडी काबिलियत ताकत ने प्रति जूल्‍म नो जो गुस्‍सों है त्‍यों राष्‍ट्र नी गति मां नूकसान करे से।
209,चार्टर एक्ट 1833 ने गवर्नर-जनरल और काउंसिल ऑफ फोर्ट विलियम को गवर्नर-जनरल और काउंसिल ऑफ इंडिया से बदल दिया।,चार्टर एक्ट 1833 नो सरकार जनरल अने काउन्सिल ऑफ फोर्ट विलियम नी सरकार जनरल अने काउन्सिल ऑफ भारत थी बादल दे |
145,"कई लोगों ने लिखा कि न्‍याय के अंदर जो विलंब हो रहा है, उसके प्रति चिंता जाहिर की और ये भी कहा कि हमारे देश में न्‍याय व्‍यवस्‍था में रिफॉर्म्स की बहुत बड़ी जरुरत है।","घणां लोकुं नें लिखेलुं कि फेसलों करवा मां वार थाई री से, तिनां हारूं चितां बढ़ी री अनें युं बी केदुं कि हमारा देह मां फेसला नी वैवस्‍ता मां रिफॉर्म्‍स नी घणीं मोटी जरूरी से।"
337,"कुछ लोग होते हैं जो भारत का भला सोच नहीं सकते हैं जब तक खुद क भला न हो, तब तक उनको किसी का भला अच्‍छा नहीं लगता है।","कइना मनख थाइ्र जि भारत नू भळू नी होसी सके,झेर तक खुद नू भळू नी थाई, तेर तक तिनाने कइना नो भळू असल नी लागे से।"
7,"कन्याकुमारी ज़िले के अन्य लोकप्रिय झरनों में उल्लाकार्वी झरना, वट्टपराई झरना और कालीकेसम झरना शामिल हैं।",कन्याकुमारी जिले मा एक असल डुंगर पर उल्लावाही झरना वाट पाडे झरना अने काशी कसम भेला करीयो
519,"जून 1917 में, ब्रिटिश सरकार ने बेसेंट को गिरफ़्तार कर लिया और नजरबंद कर दिया।",अशोक ए खुद ना शिला लेख (भाटा पर लखेलो )घणो वस्तार से पण तीन मा तीना पूर्वजो (पुरखा ) नो कई वा त्दो नी से |
19,"इतिहास गवाह है कि 1857 के स्‍वतंत्रता संग्राम जिसको हम याद करते हैं, उसके पूर्व भी हमारे देश के कई आदिवासी क्षेत्र थे, जहां आजादी की जंग लड़ी जाती थी।","जुनां-जलमांरा गवा से कि 1857 नां सुटांरेवा संग्राम जिनांनें हमुं याद करीयें से, तिन्‍हुथो पेलखो बी हमारों देह नें घणां आदिवासी ईलाका हतां, जां सुटाकारा थी, जंग लड़ी हती।"
178,"और तीसरी बात है नागरिकों की मूलभूत सुविधाओं के विषय में हम प्राथमिकता दें, उसको बल दें।","अने तीसरी वात्यु से मनखु ना खास सुविधायु ना वात्यु मा हमु पेळखा करिये, तिहुनेबळ आळवो ।"
445,"अगर उसका महिमामंडन होगा, तो जो आज भ्रष्‍टाचार नहीं करता है, उसको भी लगता है कि ये तो समाज में प्रतिष्‍ठा का रंग बन जाता है, उस रास्‍ते पर जाने में बुरा नहीं है।","अगर तिनी वाहवाही थो ते जो आज रिश्‍वत नी लेतो ओहे तिन पण लागहे के यो ते समाज मा मान नो रंग बणी जाहे , तिनी वाटे जावा मां बुराई नी मले।"
57,"अगर उसको होम लोन चाहिए, उसको व्हीकल का लोन चाहिए, मेरे किसान को ट्रैक्टर के लिए लोन चाहिए, मेरे नौजवानों को स्टार्ट अप्स के लिए लोन चाहिए,","अन तिनानें घेर लुण जोव, तिनांनें व्‍हीकल नुं लोण जोवें, मारां करषाणुं नें ट्रैक्‍टर हारूं लुण जोवे, मारां नौजवानुं नें स्‍टार्ट अप्‍स हारूं लुण जोवे।"
539,"जब रतन सेन कैद में थे, तब कुंभलनेर के राजा देवपाल ने पद्मावती की सुंदरता से मोहित होकर उससे विवाह करने का प्रस्ताव रखा।",जहर रतन सेन जेल कल कोठरी माँ हतो तेर कुंभ ल नर ना राजा देवपाल ना पद्दमावती नी घणी असल रूप या शकल थी एक -बीजा मन भटका ड वा हारू (मोहित)तीनू येई विवाह प ई णा वा करवा ना फैसलों ना प्रस्ताव करियो से |
562,"दूसरी शताब्दी के इतिहासकार अप्पियन के अनुसार, चंद्रगुप्त ने यूनानी शासक सेल्यूकस प्रथम निकेटर के साथ वैवाहिक गठबंधन किया, जिससे यह अनुमान लगाया जा रहा है कि चंद्रगुप्त या उनके बेटे बिंदुसार ने एक यूनानी राजकुमारी से विवाह किया था।",जून १९७१ मा ब्रिटिश हरकार ए बेसेंट ने धरी ले दो अने नजर बंद कर देदो |
598,"नानासाहेब का एक चतुर भाई रघुनाथराव था, जिसकी पेशवा बनने की महत्वाकांक्षा मराठा साम्राज्य के लिए विनाशकारी बन गई।",नाना साहब न एक शैतान भाई रघुनाथ राव हतो जिनकी बणावा नी हिम्मत राखे तेर मराठा न राज्य एक घणो नुकसान थाई ग्यो।
573,तालवादक ताल के जटिल रूपों का प्रदर्शन करते हैं और अपने कौशल का प्रदर्शन करते हैं।,तालवादक लाल मां एक मोटू गावो मा जाणवा नो लायू से
308,आज सैंकड़ों Startups स्‍पेस के सेक्‍टर में आ रहे हैं।,आजे सेकडु स्टार्ट अप्स स्पेस ना सेंटर मा आवीर्या से।
49,चाणक्य चंद्रगुप्त की सुरक्षा के बारे में चिंतित थे और हत्या के प्रयासों को रोकने के लिए उन्होंने बहुश्रमसिद्ध तकनीकें विकसित की।,चाणक्य-चंद्रगुप्त नी (सुरक्षा रक्षा) की बारा मान्चितितस्ता उनी भारवानी की कोशित को रोया हारु तिनाये बहु‌भासिद्ध टेकनीले विकसित करी ।
513,"वे दनियाल मिर्जा की पालक माता भी थीं, वह सम्राट अकबर के प्रिय पुत्र था जिसका जन्म 11 सितंबर 1572 को अजमेर में हुआ था।","व्या दानियल मिर्जा नी पालवावाली आई पण हती वह सम्राट अकबर ना प्रिय (खास) चोरो छतो तिनो जन्म 11 सितम्बर1572मा, अजमेर मा थायु थु।"
25,"2002 में, अपने कार्यकाल के आधे भाग में, विज़्डन ने उन्हें डॉन ब्रैडमैन के बाद सर्वकालिक दूसरे सबसे महान टेस्ट बल्लेबाज और विव रिचर्ड्स के बाद सर्वकालिक दूसरे सबसे महान एकदिवसीय बल्लेबाज का दर्जा दिया।",2002 मा आपडा कामकाज मा आद हिसा मा विज्डन ने इनानी डॉन ब्रेडमैन नी बाद सबी काम बिजा सबदा मोरा टेस दाडियो अने वि वि रिचर्ड्स नी बाद मा सबनु काम बिजा मोरा एड दन नी दादियों मा लिखेलु से |
548,उन्होंने मार्ज के अन्य रोबोट क्लोन बनाए हैं जो ठीक से काम नहीं कर पाए।,इना मार्ज मो एक रोबोट कलीन बनायू अने असल काम नी करयू से
227,"चौथे आंग्ल-मैसूर युद्ध में, मराठों और हैदराबाद के निज़ाम द्वारा समर्थित ब्रिटिश ईस्ट इंडिया कंपनी के सैनिकों की एक संयुक्त सेना ने टीपू को हराया।",चौथा आंग्ल-मैसूर लड़ाई म मराठों अने हैदराबाद न निज़ाम नी हारे देवा हारु ब्रिटिश ईस्ट इंडिया कंपनी ने सैनिकों की एक मैको सेना ने टीपू ने हराय ददू।
529,मुझे खुशी है मेरे रेहड़ी-पटरी वाले लाखों भाई-बहन आज बैंक के साथ जुड़कर के अपनी नई ऊंचाइयों को प्राप्त कर रहे हैं और विकास की दिशा में वो भागीदार बन रहे हैं।,"मनें खुशी से मारां रेहडी-पटरी वाळां लाखों भाई-बुहन आज बैंक नीं हातें जोड़ाईन आपड़ी नवीं ऊसाईंयों नें मेळवीं रियां से, अनें विकास नी दशा मां त्‍यो भागीदार बणीं रियों से।"
419,"फरवरी 1999 में दिल्ली-लाहौर बस सेवा के ऐतिहासिक उद्घाटन के साथ, वाजपेयी ने कश्मीर विवाद और पाकिस्तान के साथ अन्य संघर्षों को स्थायी रूप से हल करने के उद्देश्य से एक नई शांति प्रक्रिया शुरू की।",फरवरी 1999 मां दिल्ली लाहौर बस सेवा चालू हारू एक खास याद हाते वाजपेयी ने कश्मीर झगड़ा अने पाकिस्तान नी हाते बीजा झगड़ा ने जड ती खतम करवा ना अर्थ ती एक नवी शांति नु काम चालू करयू ।
42,इसके बाद गायकवाड़ ने रास्ता बदला और सतारा की तरफ बढ़ने लगे।,इना बाद गायकवाड़ नी वाट बदली अने सतारा नी और बढ़वा लागे
410,मुगल काल से पहले एक विशाल क्षेत्र को नियंत्रित करने वाले राणा सांगा उत्तरी भारत के अंतिम स्वतंत्र हिंदू राजा थे।,मुगल पुराना जमाना पलखा एक मोटा घणी क्षेत्र नो नियम करवा वालों उत्तर भारत अंतिम आजाद हिंदू राजा हथों
473,"शल्य चिकित्सक ने शुरू में मानेकशॉ का इलाज करने से इनकार कर दिया, यह कहते हुए कि मानेकशॉ बुरी तरह से घायल हो गए थे और उनके बचने की संभावना बहुत कम थी, लेकिन सिंह ने उन्हें मानेकशॉ का इलाज करने के लिए मजबूर किया।","शल्य चिकित्सक ने शुरू मा , मानेकशा को इलाज करवा थी इंकार करी देदो , था केतेला कि मानेकशा बुरी तरह थी घायल थाई गेलो आने उनकी बचने /बसवा नी संभावना घणी कम से , लेकिन सिंह ने एहने माने कशा को इलाज करवा हरु मजबूर केरे लो |"
440,"पद्मावती ने रतन सेन के वफादार सामंती गोरा और बादल से मदद मांगी, जो अपने अनुयायियों के साथ पद्मावती और उसकी महिला साथियों के भेस में दिल्ली पहुंचे।",पद्धमावती ने रतन सेन ना अलग पसल फरवा वालो वफादार सामंती गोरा अने बादल थी मदद मांगी रा से यो आपड़ो अनुयायियों ने हाते पद्धमावती अने तीना यी बय रियो ने हाते -हाते ने भेस बहरूपीया माँ दिल्ली पुगी गया से |
278,"भ्रष्‍टाचारियों के प्रति, समाज में दूरी बनाये रखने से ही किसी भी भ्रष्‍टाचारी को उस रास्‍ते पर जाने से डर लगेगा।",रिंश्‍वतखोरी ना लेदे समाज मां दूरी बणावाा ही कइना रिश्‍वत लेवा वाला न तिने रस्‍ते पर जावा थी समक लागहे
550,खान का भारत में फिल्मों के साथ एक संक्षिप्त जुड़ाव था।,खान नो भारत मा पिक्सर नी हेल एक थोड़ाक मा जड़ायला हता |
