Unnamed: 0,Hindi,Mundari
68496,"घर पहुंचने के बाद, बुढ़िया हल्दी पीस रही थी और बुढ़ा बैइंठी को खोजकर पत्तों को जमीन पर बिछाया और काटने के लिए बैइंठी से वार करना चाहा तब फिर से लिटा लडका कह रहा था-‘‘दादा जी, धीरे से मुझको काटिए।’’।","ओड़अः तेबअःजनते, बुड़िअदो ससङकोए रिद्तना, अद् हड़मदो वंइंटि नमकेद्ते सकमकोए अटेद्केदा, अद् हद् मेनते बंइंटिए एतेल जदा दो ओड़ोंःगे लिटा कोड़ा मेनजदा, ‘‘मंड़िंते, अजा हदिङमे।’’"
3332,"माँ ने कहा सीनी देखो सुमी के बाल बिल्कुल तुम्हारे बालों जैसे काले, घुँघराले और घने हैं।","एंगाते कजि केदा सीनी लेल लेम, सुमीअ: ऊब दो अमअ: ऊब लेकागे हेनदे, रिटुपिटु ओड़ो इबिल गेआ।"
69270,कुता को तुम किस दिन हमदोनों को जिम्मा करोगे ?’’।,सेता ओको हुलङएम जिमा’लिङआ ?
84391,उसके बाद जयपाल सिंह पटना से राँची आ गए ।,एन तायोमते जयपाल सिंह पटनाआते राँची हिजूः जाना।
73083,"बन्डुआ - यदि पूजा पाठ करना नहीं छोड़ रहे हैं तब, वे लोग किस तरह से धर्म में बदल गये ?","बनडुअ - बोंगा बुरू काको बगेजद्दो, इनकु चिलकाते धरमरेको बद्लनजना ?"
70657,"वहाँ देखता है कि घर के भीतर कोई नहीं है, उसने अपना क्रोध टंगी हुई बिल्ली पर ही उतारा और उसे उठा कर बाहर फेंक दिया और फिर लड़की को भगी हुई जान कर उसके पीछे दौड़ पड़ा।",लेल लेदाएः दो जेताए बङकोवा। नअःदो पुसीगेः कदारवाई तन तइ केना।कजि केदःए चि ने पुसीगे होसोड़ोवा कईंङ मेन्ते खूबे रचअः बड़ा किःया।
45598,इस प्रस्ताव में विभाजन या पाकिस्तान का जिक्र नहीं था।,ने प्रस्ताव रें हनाटिड. चा पाकिस्तान रअः जिक्र का तईकेना।
41991,पूर्वी घाट का विस्तार महानदी घाटी से दक्षिण में नीलगिरी तक है पूर्वी घाट का विस्तार सतत् नहीं है।,सिंगि तुरोः घाट रेअः पिनतराःकन महानदी घटिआते कटाः जमबाड़ा रेअः नीलगिरि सिंगि तुरोः घाट रअः पनासाराव को बनोवाः।
53812,"मतुरा मुझसे कह रहा है-‘‘आपदोनों, हम पोते पोतियों और बेटों से अलग अलग परलोक में रहेंगे कहके आपदोनों भी हमलोगों की ईसाई अपना लेना चाहिए, आपदोनों अभी तक संवंसार के रास्ते में ही हैं।","दुरगा-मतुरा मेतअइङतना, ‘‘अबेनदो अले, जइको ओड़ोः होनको, जुदा जुदागे बितरपुररेबु तइनका मेन लेकागेबेन किरतान रिकातद्लेअ; अबेन नाअः जकेद् संवंसार होरारेबेनगेअ।"
79533,घर में घुसकर कुत्तों ने सभी बाघों को चीर-फाड़ डाला।,तेबः केद् लोः गे सोबेन सेता कोते एन कुला को को कुंड़ु सू बटी केद् कोआ।
44912,चंद दिन बाद मेरठ में तैनात कुछ सिपाहियों ने नए कारतूसों के साथ फौजी अभ्यास करने से इनकार कर दिया।,हुड़िड. दिन तयोमते मेरठ रे तईकेन हुड़िड. लेका पलटनको नवा करतुसको लोःते लड़ई इतुन ते ककोअ जना।
92181,इसमे मुण्डा भाषा को लिखना शुरु किया गया।,मुंडा जगर रेआ ओनोल एटेः जना।
83796,उनकी एक ही इच्छा थी कि किसी भी तरह से ब्रिटिश सरकार भागना चाहिए।,आएआः मियादगे सानाङ ताइकेना चि ब्रिटिश सरकार जेता लेकाते हर गिडिओ काए।
7089,कुछ देर सोने के बाद सुबह फिर जोतना कोड़ना।,हुड़िङ खोओन गितिः कोः चि सेताः दो ओड़ोः सिउः चालुः।
93833,हजारीबाग का राजा शंभूनाथ सिंह और पिठोरिया का जमींदार जगतपाल सिंह काफी गद्दार और धूर्त किस्म का आदमी था।,मेन्दो हजारीबाग रेन राजा शंभूनाथ सिंह ओड़ोः पिठोरिया रेन जमींदार जगतपाल सिंह पुरअः गे गद्दार ओड़ोः धूर्त होड़ो किन तइकेना।
63970,"जगुआ - उन लोगों ने बकरे की सिर की मजदूरी के लिए मुझको आज्ञा दिया गया है, इसी के बारे में बात करने के लिए मैं आया था।",जगुअ - मेरोम बो’; नलाको अचुजअःइञअ; एना जगर मेनतेङ हिजुः-लेना।
38108,घरेलू काम करने वालों का दिन सुबह पाँच बजे से शुरू होकर देर रात बारह बजे तक भी चलता है।,ओड़अः रे कमि तन कोअः सिंगि सेतअः मोड़े बजे आते एटेः जनते इसु निदा गेल बर बजे जकेद् चलव तना।
94734,जुलेअः सान् बिरअते ले अगु जदा।,जलावन की लकड़ी जंगल से लाते हैं।
75475,"रूपापति-‘‘मेरे पास बहुत रूपया है, चलो, कहो, अभी ही तुमको एक सौ रूपया मिलेगा।’’।","रूपापुटि “अइड.अः इसु टका मेनअः मर कजीमे, नाअःगे मोद सए टकाम नमेअ।”"
68028,इसके बाद उड़ुगा उपर की आ्रेर देख रहा है और इधर उधर मुड़ कर देख रहा है और उनको बहुत खुशी हो रही थी।,"एनते रसोअल कुकुरु बितररेए ककलाजद, ‘‘मर, नाअः दोइङ हिजुअकना; अमअः दंडें़ अमअः दका कूब्गेङ सुकुअतना।’’"
65648,सिड.बोंगा हैं कहके विश्वास कर रहे हैं या नहीं कर रहे हैं ?,सिड.बोगा मेनत्र्प्रःइत्र्प्र मेनतेका बिसुत्र्प्रसतना चि काकोबिसुत्र्प्रासतना?
29848,पिछले दिनों Water and Sanitation का जो हमारा भारत सरकार का मंत्रालय है ‘पेयजल एवं स्वच्छता मंत्रालय’।,सेनोः जन हुलङ कोरे दअः ओड़ोः स्वच्छता रअः ओकोअ अबुअः भारत सरकारअः मंत्रालय तनअः ‘ पेयजल ओड़ोः स्वच्छता मंत्रालय ’।
87244,आदरणीय जगदीश त्रिगुणायत लोक कथाओं और लोकगीतों को संकलित करके बांसुरी बज रही और मुंडा लोक कथा के नाम से छपवाए।,मइनन जगदीश त्रिगुणायत लोककथा ओड़ोः लोकगीत को जमा केआते बांसुरी बज रही ओड़ोः मुंडा लोक कथा लुतुम ते चपा तदा।
45057,14 अप्रैल 1817 को बक्सी जगबंधु ने 5 से 10 हजार पाइकों और कंध जनजाति के योद्धाओं की अगवाही कर पुरी को कब्जे में ले लिया और मुकंद देव (द्वितीय) को उनकी झिझक के बावजूद राजा घोषित कर दिया।,"14 अपै्रल 1817 रेअः बक्सी जगबन्धु, 5 ते 10 हजार पाइकको आद् कंध जनजातिकोरेन लड़ाकाकोअः अगुआ केअते पुरी के अकोआ दबि रेको अउ केदा आद् मुकुंद देव (एटअःनि) इनि कःए सनातिड. तन रेओ राजा को एलान किःअ।"
33555,इस बात को हम अपने निजी जीवन में भी अनुभव करते हैं और ऐसा ही एक उदाहरण तमिलनाडु के लोगों ने व्यापक स्तर पर प्रस्तुत किया है।,ने काजि के अबु अपन निजा जिनिद रे ओ अनुभव दाड़िआबु ओड़ोः नेका गि मियद उदाहरण तमिलनाडु रेन होड़ो को मरङ स्तर ते प्रस्तुत कदाको।
43674,दुनिया के अलग-अलग हिस्सों में औरतों ने अपने संगठन बनाए और बराबरी के अधिकार हासिल करने के लिए आंदोलन किए।,दुनिया रेअः बिनगा-बिनगा हिस्सा रे एराको अपन संगठन बइ केदा ओड़ोः बराबरि रेअः अधिकार नमोः नङ आंदोलन केदा।
36177,1960 के दशक में मध्य प्रदेश में पुरुष के रूप में बड़ा होना।,1960 राः दशकरे मध्यप्रदेशरे कोडाराः उइकाते मरानाङ
63858,जगुआ - लका के साथ तुम दोनों एक दूसरे को देखा है क्या ?,जगुअ - लकालोःदोबेन लेपेलअकना चि ?
3323,माँ ने कहा अरे! तुमने छींका मैं तो समझ रही थी कि तुम्हारे पिताजी ने छींका हैं।,एंगाते काजि तना अरे! अम हाचु:ला अइंग दो बुझाव तना चि अमआ अपुमाए हाचु:ला मेन्ते
41318,"इसलिए, सामाजिक अध्ययन में जनसंख्या एक आधारी तत्त्व है।",एना मेनते सामाजिक अध्ययन रे होड़ो लेनेका मियद् आधार जिनिस तना।
57788,"बुढ़िया- बात यही है, एक जगह पर तुम्हारे लिए सौतन के रूप के लिए पूछ रहे हैं। इसी के बारे में तुम क्या कह रही हो ?","बुड़िअ - कजि नेअगे, मिद् तअःरेनको अम मेनते हिरूमरेको कुलितना। एनागे चेनअःम मेनेअ?"
29712,"और इन satellites में भारत के अलावा फ्राँस, जर्मनी, इटली, जापान, ब्रिटेन, अमेरिका – ऐसे क़रीब-क़रीब 14 देश इसमें शामिल हैं।","अर ने रे भारत लोःते एटअः फ्रांस, जर्मनी, इटली, जापान, ब्रिटेन, अमेरिका नेकन मोटा-मोटि 14 दिसुम नेरे जमाकना।"
45352,"उसने नमक कर, विदेशों में भारतीय मजदूरों के साथ होने वाले बर्ताव तथा भारतीयों के कामों में दखलअंदाजी करने वाले वन प्रशासन की वजह से वनवासियों की बढ़ती मुसीबतों के बारे में बहुत सारे प्रस्ताव पारित किए।","इनि बुलुड. कर, एटअः दिशुम कोरे भारतरेन कमिनला तनको लोःते होबाओतन कजि-कमिको रे चा भारतरेन कोअः कमि कोरे बलयोतन बिर रइज चलवतन कोअः करणते बिर रे तईतनकोअः सद्व कोरअः बारे रे इसु सोबेन प्रस्तावको पास केदा।"
29810,"जब मैंने उसका analysis पूछा कि भई, देखिये सिर्फ नौजवान ही आते हैं कि बड़ी आयु के लोग भी आते हैं, तो मुझे ख़ुशी हुई कि इनाम प्राप्त करने वालों में 15 साल के युवा भी हैं, तो पैंसठ-सत्तर साल के बुज़ुर्ग भी हैंI।","चिमतङ अइङ एना रअः एनालिसिस कुलि केद्-कोव चि हगाको, लेलेपे नौजवान को बारि को हिजुः तना चि पुरअः उमर रेन होड़ो कोओ को हिजुः तना, इमतङ अइङ रासिकाओ तना चि इनाम नम जद् कोरे 15 साल रेन युवाओ मेनअःइअ, ओड़ोः पैंसठ-सत्तर सिरमा हड़म होड़ो को’ओ मेनअः कोअ।"
70037,एनाते गे ने दुरङको रअ: बनइ जुगुतु अकड़ा सुसुन को लो: ते जुड़िअकना।,इसीलिए ही ने इन गीतों की रचना अखड़ा नाच के साथ समान है।
33893,"अर्थात, संसार में, जल ही, हर एक जीव के, जीवन का आधार है और जल ही सबसे बड़ा संसाधन भी है, इसीलिए तो हमारे पूर्वजों ने जल संरक्षण के लिए इतना ज़ोर दिया।","मेनदो, संसार रे, दअः गि, सोबेन जिउ रे, जिनिद रअः सनब तनअः ओडोः दअः गि पुरअः मरङ साधनओ तनअः, एना मेनते अबुअः नङ होड़ो को दअः बनचव मेनते निमिनङ जोर केदा को ।"
35111,आखिर कब तक हम उन्हें उनके हाल पर छोड़े रहेंगे।,चिमिनङ सनतेद् अबु इनकु के इनकुअः दसा रेबु बगे कोअः।
11073,घटना के सूत्रों का कहना है।,होबालेन नाड़ेः ते टोओर तान होड़ोकोआः काजिताइकेना।
34695,रथयात्रा की पूरी दुनिया में एक विशिष्ट पहचान है।,रोंवोंटो रेया: गोटा दिसुम रे मियद् इस बुगिन लेनेल उनुरुम मेना:।
42730,क्या आप अंदाजा लगा सकते है कि क्यों सरकार यह कदम नहीं उठा सकती थी ?,चिनअः अपे अंदाजपे लगाओ दड़िआ चि सरकार चिकाते चंडङ काए उठओ दड़ितेआ ?
45083,अंग्रेजों के पास भी इन सवालों के कोई बने-बनाए जवाब नहीं थे।,विलायति होड़ोको तअःरेओ ने सवाल रेअः जेतन बइ बइअकन रेअः जबाब का तईकेना।
73601,‘‘ये लोग क्या काम कर रहे हैं ?’’।,निकु चेनअःको कमितना ?
65161,इन जानवरों को बिरहोर लोग ही काबू कर सकते हैं।,इनकुदो बिरुडुको एनड. कबुकोत्र्प्र।
52317,"इसी साल शायद मैं डण्डा पकड़ूंगी, अगले साल तक में मैं कमर भी सीधा नहीं कर पाउंगी शायद, बिल्कुल झुक जाउंगी।",ने सिरमागे जाअः सोटाइङ सबअ; कलोमकोतेदो मयङओ का जाअःइङ सो‘जे दड़िअ; पुरअः-गेङ लुकुद् लुकुदाअ।
61420,"एक बित्ता जमीन के लिए लड़ोगे; लेकिन उस जमीन से अधिक खरीद सकने योग्य खर्च करोगे। ""।","मोद् बिता ओते नङबेन लड़इअ; मेनदो एन ओते'ते लाअःगे किरिङ दड़िओः इमिनङबेन करचाएअ।"""
72516,चगानि-आज भी मैं गीत गाउंगी। कल हमलोगों ने भालू को पायी थी कहके क्या हम गीत गाना छोड़ देंगे ?,"चगानि - तिसिङओ, नाव दुरइएअ। होला बुड़िबु नमकिःअ एना मेनते दुरङ चि होकाएअ?"
8113,"सविता बोली-अरे, यहाँ तो हलवा बन रहा है?","सबिता कजि केदा- अरे, नेतअः रेदो हलवा बइओ तना"
77505,कोसअः ते मिअद् सोना दिदि अपिर आउ लेना आद् बरन मेदकिङ पातालपुर तेए: इदिकेदा ।,किसी तरफ से एक सोना गिद्ध उड़ के आया और दोनों आंखों को पातालपुर में उड़कर ले गया।
65892,"बाल का गुच्छा हिल रहा था-दलुः दलुः, दलुः दलुः, दलुः दलुः, दलुः दलुः।","दोचोद् एकेलातना,-दलुः दलुः, दलुः दलुः, दलुः दलुः दलुः दलुः।"
59208,उन आदमियों को कल आप लायेंगे तब और दो आने आपको दूंगा।,"एन होड़ोको गपागेम अउकेकोरे, ओड़ोः अर गनडाइङ ओमअमेअ।"
13312,"सभी राजनीतिक दलों का भी अभिवादन करता हूं, जहां सहमति की मजबूत धरातल पर हम राष्ट्र को आगे ले जाने के महत्वपूर्ण निर्णयों को कर-करके हमने संसद का कल के सत्र का समापन किया है।","सोबेन राजनितिक गोट कोके होओ जोआर दरोमाइङ रिका कोआ, ओकता जपागर रेआ केटे ओते दिसुम रे आबु राष्ट्र के अयर ते इदि रेआ जरुड़ु सलाहा को के रिका - रिका केयाते आबु संसद रआ होला रआ सत्र रआ टुडु रिका केदा।"
40733,"जंजीर खींच कर यात्री कहीं भी अनावश्यक रूप से गाड़ी रोकते हैं, जिससे रेलवे को भारी हानि उठानी पड़ती है।","सिकड़ी (जंजीर) रचअः केअते यात्री को जअतअ रेगे बेगर मुन्डी रअः गाडि को तिंगुयाको, एनाते रेलवे के पुरअःगे हानि उठाओ होबओःआ।"
72591,"अब मैं चेत गया हॅू, नमी कम वाले दोन खेतों में किसी प्रेतात्मा के द्वारा पागल बनाने पर ही गर्मा बुआई करूंगा।",नाअः दोइङ चेतवजना; दअः मेद्रे सोरोएः लोयोङ जा बोगा बलुकिःइङरे एनङइङ हेरजेटेअ।
24284,मुझे ये देखकर बहुत अच्छा लगा कि बहुत ही कम समय में ढाई हज़ार से ज्यादा युवा इस काम को करने के लिए आगे आए हैं।,अइंञ के नेआ लेल केआते पुराः गे सुकु किञः चि पुराः गे कोम सोमय रे दाई हजाराः ते सांगि धंगड़ा को नआ कमि को रिका मेनते अयर को हिजुः जना।
11120,आंवले के कुछ औषधीय उपयोग निम्न हैं।,"मेरेल राः हुडिंग रानुआन् कमि रे, अगु नेका मेनाः।"
47858,धरमा गहरी निंद मे सो गया।,धरम खुब दुडुम जना।
31843,"अब ये भी आपने देखा होगा कि हमारे सारे त्योहार, प्रकृति के समय पत्रक के अनुसार चलते हैं | प्रकृति के साथ सीधा-सीधा संबंध आता है |।",नअः नेअः ओग लेल ओबाओ चि अबुअः सोबेन नेग परब प्रकृति रेअः समए सकम नेकाते सेसेन तना।
47847,रिसा मुंडा के दो बच्चे थे।,रिसा मुण्डाअ बर होड़ो: होन किङ तइ केना।
13090,"भाइयो और बहनो, मेरा मानना है कि दुनिया की कोई भी ताकत हमारे महान देश को विकास और तरक्की की नई ऊचाइयां पाने से नहीं रोक सकती।","हागा ओड़ो: मिसी को , अञ् पतिआ तना चि गोटा दिसूम रेआ जान पेड़े:ए अबुआ महान दिसूम रेआ विकास ओड़ो: तरक्की रेआ नवा उचाई नम् रे काको रोकाओ दाड़िआ ।"
52337,"इसके बाद फिर से पउदा पूछ रहा है-ऐ, दादी, मैंने जो पूछा उसके बारे में आपने नहीं बतायीं ?","एनते ओड़ोःगे पउदा कुलितना-अते, अजि, अइङ कुलिकेदमेअःदो काम कजिकेदा ?’’"
33746,मयूर पाटिल – सर motorcycle पे हम लोगों ने test किया उसका mileage था 25 Kilometers per liter वो हम लोगों ने बढ़ा दिया 39 Kilometers per liter तो करीब-करीब 14 किलोमीटर का फायदा हुआ और उसमें से 40 प्रतिशत का Carbon emissions कम हो गया।,"मयूर पाटिल - गोमके, मोटर साइकिल रे अले टेस्ट केदाले एनारअः माइलेज तइकेना हिसि मोड़े किलो मीटर परलीटर एना अले बढ़व केदाले हिसि गेल अरेआ किलो मीटर परलीटर दो ओनमोन गेलउपुन किलो मीटर रअः फायदा होबा जना ओड़ोः एना एते बर हिसि प्रतिशत रअः Carbon emissions कोम जना।"
94589,"हे, अञ् असुल दड़िअः ।","हाँ, मैं पाल सकता हूँ।"
22523,कई राज्यों में लोग तिथि भोजन अभियान चलाते हैं।,चिमिन राइजकोरेन होड़ो तिथि भोजन अभियान / नेडा मंडिजोम अभियान को चलव तना ।
60495,आदमी ने कहा कि मैं तुम्हारी माताओं को देखना चाहता हूँ।,"तला मङानिः पांडांएः कओ जना , एनाते हुपुड़िङ को कुवर हगा को कजियद् कोआ।"
35296,ब्रिटिश औपनिवेशिक शासन के खिलाफ देश के विभिन्न क्षेत्रों में जनजातीय आंदोलन राष्ट्रीय स्वतंत्रता संग्राम से जुड़ गए और पूरे देश में भारतीयों को प्रेरित किया।,ब्रिटिश औपनिवेशिक शासन रेआ खिलाफ दिसुम रआ बिनगा - बिनगा इलाका रे जनजाति कोआ आंदोलन राष्ट्रीय स्वतंत्रता संग्राह ते जोड़ाव जना ओड़ो: सोबेन दिसुम रेन भारतीय कोआ कजि उदुब केकोआए।
38720,धान सब को बांधकर खत्म कर लिया।,बाबा को पोटोम चबा केदा।
24687,"कोरोना के इस कालखंड में देश कई मोर्चों पर एक साथ लड़ रहा है, लेकिन इसके साथ-साथ, कई बार मन में ये भी सवाल आता रहा कि इतने लम्बे समय तक घरों में रहने के कारण, मेरे छोटे-छोटे बाल-मित्रों का समय कैसे बीतता होगा |।","कोरोना रेयाः नेया कालखंड रे दिसुम इसु ताः मिसा तेः ओपोता तना, ‘ मेनदो निया लोःते, इसु दांड जि रे नेया कुनुली हिजु तना चि निमनाड. जिलिड. सोमए जकेद ओड़ा कोरे ताइन रेयाःते, अञागा हुपुड़िड.-हुपुड़िड. होन-सोंगे कोवाः सोमय चिलकाते पारोम तन तइकेना।"
22021,"करीब 27 farm ponds बनाए और उसके कारण ground water level में बढ़ोत्तरी हुई, पानी ऊपर आया।","एनका नेकाते 27 farm ponds को बइ केदा ओड़ो: एना रअ: चलते grond Water level रकब इंदिअ:कना, दअ: चेतन ते हिजुः तना।"
89258,और उनके पहुँचने से पहले ही बुधु भगत गाँव से दूर चला जाता था।,आद् इनकु तेबअए सिदा रेगे हातुअ ते परका कनेः तइना।
30591,"अभी पिछले दिनों, मीडिया में, बिहार के पश्चिम चम्पारण जिले के भैरवगंज हेल्थ सेंटर की कहानी जब मैंने सुनी, मुझे इतना अच्छा लगा कि मैं आप लोगों को बताये बिना रह नहीं सकता हूँ I।","नआ सिदा दिपिला, मीडिया रे बिहार रअः सिंगि डुबुई चौपाराण जिला रअः भैरवगंज हेल्थ सेंटर रअः कहनि जव अइंञेः अयुम केदा अइंञ इयिन सुगाड़ाञ अटकर केदा चि अइंञ अपे के उदुव गेगर तइन का दड़ि जना।"
7612,यही तरीका बाद में ब्रेल लिपि के नाम से जाना गया।,नेअ सेंड़ा गे तयोम ते ब्रेल लिपि को कजि केदा।
51628,उस समय जिस तरह पाए वैसे ही पुजा किए।,इमतांङ चिलका को नम लअ एन का गेको बोंगा केदा।
96738,"दूसरे घरों में मुर्गी मांगने जाउंगी, हम आज ही पूजा करेंगे।",एटअ: ओड़अ: कोरे सिम असितिङअ; तिसिङगेले बोंगाइ ।
72258,"ओझा- ‘‘किसके घर में ऐसा हो रहा है वह कहे कि वह कितना दे सकता है ऐसा महसूस कर रहा है, इसके बाद पता चलेगा कि मेरे लिए कम पड़ेगा या ठीक होगा।’’।","देओंड़ां, ""ओकोएअः ओड़अःरे एनका होबाओःतना इनिः कजीका चिमिनङ ओम दड़ि लेकाए अटकरजदा; | एनते मनडिओअ अइङ मेनते पुरअःगे हडिङओअ चि टउकाओअ।"""
86056,एक गोत्र के लिए एक पड़हा राजा नियुक्त किया।,मियद किलि रेन कोअः मियद पड़हा राजाए तिंगु किया।
57420,चगानि- यह गैर आदिवासी ने कैसा किया ?,चगानि - ने दिकु रजा चिलकाकेदा?
70523,छठी के समय उसी ब्राह्मण ने पूजा-पाठ किया।,चठी इमताः एन टुवार होनाः दो एन बमांड़े गे बोंगा केदा।
73000,आजकल इस आस-पास में एक भी बिरहोर नहीं हैं।,तिसिङगपादो नेतअःकोरे मिअद् रटि बिरुड़ बंगअःइअ।
20270,वो प्रसन्नता व्यक्त कर रहे थे कि रामायण पर बनाई उनकी painting दो लाख रुपये में बिकी है।,इनिः रसिकान गि अएः के देखव तइकेनए चि रामायण रे बइआकन इनिअः painting बर लाख टका रे अकरिंङ कना।
18452,"यहाँ, सातवीं Class में पढ़ने वाली बिटिया ‘आकर्षणा सतीश’ ने तो कमाल कर दिया है।","नेताः, एया class रे पढ़ाव तन मइहोन, आकर्षणा सतीश दो कमाल रिका केदा।"
65697,क्या मैं इतना ठगा जाउंगा ?,त्र्प्रमिनडगे चिड.बेदाना?
6422,बुसुःडी के लोग उसी पेड़ की छाया में बैठे।,बुसुःडी होड़ोको एन दारु उमबुल रेगे को दुब जाना।
48671,सितंबर का महीना था।,भादो चण्डुः राअ समयतइ केना।
34272,"साथियो, आज इस मौके पर मुझे लता मंगेशकर जी, लता दीदी की याद आना बहुत स्वाभाविक है।","सोंगेको, तिसिङ ने मोका रे आञके लता मंगेशकर जी, लता दीदी रेआ उड़ु हिजु बेसे स्वाभाविक मेना।"
62545,तयरबेड़ा- इसी तरह अनुभव हो रहा है। कल हमलोगों ने सुन लिया है एक शब्द भी रूइटोला से कम नहीं हुई।,तयरबेड़ा - एन लेकागे अटकरोःतना । होलाबु अयुमकिःअ मिअद् कजिरे रटि रूइटोलाएते काए लतरजना।
56289,सोखा का घर जाने की बात शुरू हो रही है।,सोखा दुअरते सेन रअः जगर एटेगोःतना
81114,ढुकुरा - घासी जाति के लोग ऐसा नहीं करते हैं; वे मुनडाओं से डरते हैं; इसलिये मत डरो।,दुकुरा - गा'सि जतिको एनकनअः काकोअ : मुनडा होनकोको बोरोअकोअ; एना मेनते अलोपे बोरोएअ ।
87130,सच में ऐस समय में जो भी दुःख सुख रहन-सहन के बारे से गीत बनता है।,"सारते गे ने दिपलाड. रे जे गे दुकु, सुकु ताइन बाइन तेआ बारे ते दुराड. बाइओआ।"
50097,"एक कारण तो शिक्षा के प्रति जागरुकता की कमी होना और दूसरा कारण है, गैर-अदिवासी विहीन क्षेत्र का होना।",मियद् कारण दो हसादअ: दिसुम रे ओल पढ़वाकन होड़ोको खोम गेआ ओड़ो: एटअ: कारण दो हसादअ: दिसुम रे एटअ: जाति राड़िबाड़ि होड़ोको बङकोअ।
97211,"वैसे आदिवासी जहां भी रहते हैं वहां की जमीन नदी, झरनों, जंगल, पेड़ - पौधों, पशुओं, खनिज अदि से प्रायः भरे होते हैं।","एन लेकन आदिवासी कोतअः रेको तइन तना एन्तअः रअः ओते नई, झरना, बिर, दरु को, जनवर को, खनिज एमन कोएते जनव पेरेः कनोगा।"
1098,अध्याय 12 में तुम इन मंदिरों के बारे में पढ़ोगी।,गेल बरिया कुतुइल (12) रे अपे ने मंदिरको रअः बारे रेपे पड़वएअः ।
53946,सिर के पीछे में लात मारनेवाला कह रहा था-‘‘मैं भी इसी कारण से सिर में फिर से लात नहीं मारा।’’।,"देअरे दलकेनिः मेनजदा, ‘‘अइङओ एना मेनतेगे बो’ःरे काइङ दलकिःअ।’’"
95273,होनको रः सेंड़ा:आ को चिनः इनिः बुगिन लेकते ओम दडिंतनः?,बच्चे की शिक्षा दीक्षा क्या वे ठीक से दे पाते हैं?
14576,आज सरकारी योजनाओं की गति बढ़ी है।,तिसिङ सरकारी जोजनाको जोरते सेसेनताना।
85079,वे तो मुनडा खूँट के हैं हम लोग तो पहान खूँट के हैं।,इनिःदो मुनडा खुंटुरेन होड़ो; अलेदो पां'ड़ां खूंटुरेनको ।
55136,पुरे देश 1947 ई. पहले में राजाओं का राज था।,गोटा दिसुम 1947 ई. सिदा रे राजा कोअ राइज तइ केना।
30235,पर तबाबी देवी ने Youth Olympics में जूडो में सिल्वर मेडल जीत कर इतिहास रच दिया।,मेन्दो तबाबी देवी दो Youth Olympics रे जूडो रे सिल्वर मेडल जितव केआते इतिहासए बइ केदा।
15907,मैं उनके प्रति अपनी संवेदनाएं प्रकट करता हूं और राज्‍य सरकार केंद्र सरकार एन डी आरएफ सभी संगठन नागरिकों का कष्‍ट कम कैसे हो सामान्‍य परिस्थिति जल्‍दी कैसे लौटे उसके लिए दिन-रात प्रयास कर रहे हैं।,"अञ इनकुअ मेन्ते अञा: जी रेञं दुकु तना ओड़ोः राइज सरकार, केन्द्र सरकार, एन डी आर एफ ने सोबेन संगठन को, होड़ो कोअः बलए चिलका को ओको लेका कमोःआ, सिदा लेकन सोंगड़ा दसा सेकेड़ा चिलका हिजु: रूड़ा बागा, नेआ कोरेअः मेन्ते निदा -सिंगी कमि रेको अचुआ कना।"
7058,इनके साथ भी उसी तरह दोस्ती हो जाएगी....... और जल्दी ही होली की छुट्टी आ रही है।,निकुलोओः एनकागेपे सोंगेओ:अ।.. ..... आ'र ने: गे दाङ पाआगु चुटि तेबागोः ताना।
37986,"उन्होंने उन परिवारों से भेंट की, जिनके रिश्तेदारों की मृत्यु हो गई थी।","इनकिन एन ओड़अः रेन कोलोः किन भेंट केदा, ओकोएअः कुपुल कोअः गोनोए होबा कन तइकेना।"
